discovered_inc,discovered_agg
24636,24608
56575,56455
28841,28898
7978,7783
38819,38754
14460,14547
12165,11966
2845,2830
8143,8354
38558,38018
52754,52736
26595,26608
101264,101290
20051,20015
1193,1078
28361,28334
21213,21126
1634,1571
29017,28696
27981,28082
16325,16303
4224,3535
133571,133543
68931,69107
806,797
53360,53315
156311,156391
86933,86739
13090,13088
22069,21963
43404,43090
60078,59772
22780,22626
4634,4438
35159,34702
17641,17627
19904,19777
7807,7609
30673,30657
41618,41581
23296,23328
209617,209636
15920,15921
44403,44371
58824,58566
23933,23672
5017,5000
46930,46911
61310,61220
71426,71395
63704,63754
14946,14955
102067,101720
25856,25669
22131,22115
10708,10280
10061,9979
18545,18531
18780,17735
33921,33847
57216,57269
7525,5913
4419,4427
37086,37188
28466,28438
8241,8251
13618,13618
4732,4729
38414,38380
29932,29974
11914,11921
42405,42405
2879,2880
8599,8589
12130,12130
16466,16467
21374,21374
6770,6752
18554,18554
24119,24126
1592,1594
3758,3766
8358,8360
16254,16253
29276,29278
37251,37194
21877,21882
6466,6468
6681,6676
17437,17440
26150,26150
26032,26035
4446,4446
14912,14914
22890,22881
38354,38355
9761,9758
21082,21077
8079,8080
3138,3138
64981,64981
6313,6308
43114,43101
14445,14440
27475,27465
52899,52872
37359,37362
2775,2783
23178,23173
14619,14616
55676,55666
17186,17185
14987,14983
19235,19249
29768,29777
7496,7495
22981,22976
6435,6404
55469,55465
24424,24427
30499,30497
11599,11461
7611,7604
27432,27432
8085,8087
11387,11361
6226,6216
45245,45247
42830,42822
8295,8300
11944,11933
2628,2600
9618,9616
6848,6851
22506,22507
19293,19296
7564,7564
55764,55761
5322,5302
15381,15386
4875,4882
4861,4862
37644,37641
6257,6263
27126,27126
44255,44253
26493,26494
25460,25459
53215,53218
15898,15897
29686,29691
47208,47212
19841,19843
26378,26377
109253,109254
52779,52775
8242,8245
10460,10445
29855,29857
8274,8280
72584,72590
7738,7748
9894,9879
5811,5808
57930,57920
117727,117461
11544,11320
6252,4676
77512,74294
2507,1877
2106,1708
106870,106829
94125,94092
4868,3570
1966,1710
7521,7503
83234,81678
2871,4312
1741,1567
76464,76427
7198,6533
69878,70143
49327,48899
89345,89549
80041,79845
26798,26617
257871,257790
42671,42168
4388,4378
369555,369545
4266,4174
292723,292495
2092,1712
129173,128510
4298,3381
2216,2003
298775,298825
9371,9806
14786,14705
116807,116788
3701,3007
53027,44121
566853,566758
18968,19237
286043,285724
32586,33690
56572,56506
3157,3105
106618,106673
77267,77255
120981,120734
232238,232225
2095,2260
41327,41662
55792,55731
7951,8208
5782,5967
24070,20692
9821,7146
8653,12208
342061,342061
14327,14313
33243,32629
59577,59158
14370,14306
88297,88224
127002,126890
63859,62241
17571,17644
4752,4764
43584,45010
405114,405102
32276,26936
85441,85457
7627,7883
57318,56667
80570,80450
31667,31663
412019,411446
2839,3724
2410,2253
48297,48637
202621,202502
90076,89680
1266,1109
27953,28193
1607,1867
20854,20733
15063,14912
11573,10954
25528,25531
12892,12807
102036,101220
374777,375360
2040,2132
5452,5178
74200,74252
16831,16507
96476,96804
3811,2455
42637,45405
37920,38681
41316,40530
22468,22448
9294,9861
3754,4321
211199,210811
8237,8205
10460,9966
84963,84832
1700,1624
172400,172403
151867,151834
39976,39809
8899,8396
63425,62748
118126,118028
7174,6644
2026,2046
2334,2286
58170,58066
33435,33394
6481,6019
3046,2760
11607,10733
4575,2640
16915,16782
4214,4471
175732,175661
77196,77200
100254,100000
74891,74256
114281,114163
6087,5009
17925,18198
62429,62198
51814,51734
12771,11723
53738,53638
4889,5067
5620,7279
23947,23909
16418,16917
42430,42469
69333,69287
4408,4296
1655,1377
62505,62176
8529,7873
174147,173701
19154,23143
93158,93310
48412,48290
22768,22745
5180,5262
164095,164042
6558,6640
87912,87894
32060,32018
202793,202470
53656,53650
2842,2282
62204,62323
22825,24066
325840,325767
6937,8520
4458,4323
97794,97822
5991,4793
40074,40026
5563,5257
364026,363951
159692,159666
142009,141943
162408,162406
37741,37618
44949,44724
14505,14420
23730,23548
71229,71241
7475,7822
15916,16922
14643,14107
21969,21003
9054,8942
122211,122228
2150,1809
105367,103782
127088,127112
99947,99677
114027,113758
16950,16954
64441,64069
109621,109542
231537,230291
55333,55329
33360,33238
109591,109574
3184,3530
219153,219073
5318,4894
30751,30695
95950,95918
103598,103950
11699,12255
263933,263887
6596,6185
1525,1385
12458,11834
39730,37513
157711,157840
6902,6484
46054,45911
350411,350086
3152,3123
10786,10510
30183,27783
32142,32136
64140,64127
281197,281789
72606,72589
9456,8660
26351,27715
307123,307533
8614,8357
262896,262861
118416,118366
247136,246911
10761,11192
24437,24417
8315,7996
74168,74466
10103,9875
282197,282101
21298,23514
3128,2402
1861,2491
16300,15532
6338,6894
98475,98217
113373,113337
48923,48031
321783,321656
90986,90988
6912,7945
747,718
10152,10113
5997,5639
9533,9444
3049,1955
305386,305638
3693,3322
33170,33106
5596,5464
1567,1433
116885,116154
7680,10353
24041,23531
82387,82353
6787,5084
3145,3322
8673,9853
7893,6024
4850,3778
8205,8794
52561,53061
3376,4505
4239,4755
65866,65685
16149,16144
6068,5543
9879,7014
277647,277626
4885,4999
8093,9205
31278,30196
6696,5443
7117,7083
6087,6963
8805,8778
55593,55334
58554,58536
37610,37451
16030,15989
107145,107097
81887,82025
162775,163389
1997,2640
243517,243523
125339,125311
7230,7082
34222,34205
4550,3205
25403,23740
49369,49229
5432,4318
3473,2550
130825,129091
42236,42225
116982,116900
1979,2193
2369,3562
6368,9793
11159,12044
60443,62032
9583,9602
7012,6200
1210,1073
4895,4277
4109,4758
106318,106246
10502,9575
4637,4031
3714,3443
40508,39882
4384,2748
7979,7964
1586,2958
30671,32264
105210,104956
5498,4650
22437,22195
10031,9320
1021,991
1566,1502
47097,44063
39450,38044
48661,48611
32865,29785
29437,27536
56730,44673
9654,8628
2036,2607
6210,8599
25665,23247
19819,19789
33817,34442
1767,1824
82757,82629
2514,2342
86177,86274
4135,4157
1420,1339
89667,90777
72272,71415
3628,3617
5013,5872
54091,53179
3955,3993
89976,89559
77773,77755
158695,158678
17440,17387
13360,13979
13707,13302
5177,5351
25933,26237
15951,15558
23385,23341
3135,3084
3289,3072
15297,13760
101865,101553
55024,55044
1603,1496
39872,33843
7769,6652
9977,10109
3574,4983
4953,5831
170024,172084
41445,41712
2032,2146
2557,2406
3788,3845
78831,78905
61354,60950
66823,66397
19724,20392
2303,2248
73483,73483
4548,4491
49400,48048
163539,163535
37277,31425
39798,40373
1717,2290
26656,26767
4277,4574
52870,52799
2102,2004
86228,86982
11191,10528
1848,1625
14925,10883
14519,13975
60627,56137
47980,47955
148097,148029
85830,86333
4540,4054
1721,1735
4191,4637
11643,12124
12115,11822
1409,1229
10839,10728
154722,154824
4314,3514
29618,27152
7954,7665
61305,61267
27441,27015
1311,1128
47331,47092
36762,36787
128663,128654
109261,107935
17654,17625
11125,11015
52300,51837
65060,63136
36124,36124
2261,2527
1796,1664
166402,166073
49453,49403
104396,104377
6865,7766
16964,19310
12147,12106
9502,9436
13381,13445
53918,53529
32212,30794
3160,2311
52165,51335
71950,71917
165646,164825
37477,37460
2433,2368
38689,35789
1810,2011
57186,57143
32836,32743
89623,89629
37648,35433
1845,1843
144661,144612
55916,55922
75020,75174
27636,27518
2936,3203
124492,124441
5926,5916
5679,5796
16972,16811
2377,3914
2146,2293
2263,1207
5727,5748
155801,155642
74622,75611
2973,2200
20043,19447
37880,37616
4343,3361
73023,72940
3706,2934
33188,33175
109738,109694
140040,139921
1644,1668
75017,74954
8227,9790
52309,51696
6135,8903
3354,1788
139571,139385
12756,12503
59834,59875
93227,93169
29804,29688
17634,16858
83578,83887
17964,17441
45071,45046
60098,59966
55166,55094
30489,30469
11499,9907
2434,1893
4571,4438
107011,106976
2040,2106
71483,71832
5060,3817
7434,8360
34977,35014
33737,34834
5458,6431
56582,56618
16420,15229
10106,10098
72949,72852
14575,13996
28451,28446
5766,5768
940,926
1780,1668
2489,2441
13249,13249
7696,7492
5109,3625
10008,10492
20268,20397
13457,13452
16368,16346
17058,17056
15611,15611
26757,26668
3459,3360
909,1214
4727,4650
36117,36097
13563,13506
38638,38638
1964,1769
7447,7279
9299,10055
12134,12074
48554,48540
2474,2159
11024,11328
5963,5941
38489,38454
12147,11822
6685,6576
7923,7920
7125,7106
6199,6204
28362,27766
1592,1542
38216,37923
25420,25341
2498,2423
45992,45992
3842,3959
25690,25705
2520,2547
35249,35353
35322,35324
14749,14723
13170,12894
29206,29164
24232,24353
3910,3909
1922,1618
22286,22266
20971,20438
10860,10862
13865,13866
13812,13696
53669,53636
16657,16550
17822,17815
13148,13119
16030,16025
970,882
19716,19676
2009,2428
2371,2788
25937,25937
20043,19865
29000,28461
5433,4929
13267,13158
26976,26612
20632,20617
28873,28851
7293,7149
6900,6886
15180,15166
4449,4458
1887,2684
21489,21483
3449,5856
29227,29205
2113,1634
36475,36332
25129,25120
22694,22402
16483,16463
5488,5753
44346,44343
39026,39035
19318,19302
21054,21078
14339,14749
10379,10558
11034,10998
3582,3660
7482,7516
38133,38097
3668,3643
16455,16453
6453,6529
2935,2899
8974,8954
2330,2309
9880,10066
12231,12181
13776,13713
1097,948
15503,15501
5929,5889
15043,14997
13490,13467
13946,13574
5716,5990
3664,3782
2392,2371
19090,19011
2264,2248
12822,12807
17666,17611
9961,9951
5719,5633
23407,23408
19912,19902
18572,18513
8459,8267
5004,5057
15407,15389
3743,3611
4697,4692
17464,17448
29639,29436
3939,3788
10665,10368
9122,9097
30822,30686
13565,13532
19202,19109
17166,17298
21412,21238
2095,1767
33629,33513
11761,11724
2137,2178
24387,24396
33912,33991
13292,13261
5796,5777
16055,16048
9943,9928
25426,25401
13727,13725
12875,12836
10198,10235
7297,7309
17674,17492
23216,23222
9084,8268
16779,16780
15164,15071
3929,3833
20811,20806
5571,5796
5368,5388
8719,8683
18073,17971
18107,18103
10860,10856
8692,8686
8961,8768
2352,2504
32780,32781
26384,26209
25564,25489
9353,9358
3881,3903
21424,21672
6265,6224
8509,8498
14739,14691
12025,12054
11717,12322
31700,31703
14807,14730
4633,4645
5163,5053
20091,20033
7009,6959
16177,16159
8060,8042
10808,10844
13419,13402
10408,10346
15524,15530
19547,19477
3645,3598
2793,2737
4592,4580
9996,9993
20976,20971
28672,28597
1238,1156
15752,15729
17496,17477
32846,32780
5119,4515
85595,85637
16408,16614
14713,14719
15063,15058
1776,1430
20999,20767
4767,4676
11699,11395
18244,18632
31969,31982
55259,55244
8905,8926
28256,28250
36641,36524
21828,21839
31740,31732
5603,5273
8649,8455
30311,30290
25417,25423
19854,19748
1861,1890
24064,23318
1255,1590
8131,8105
38206,38187
1524,1060
32752,32767
25758,24965
35462,35375
41238,41176
33187,33176
21119,21041
20686,20604
11899,12236
19637,19521
22208,21471
3175,2784
3213,4216
1279,1082
5269,6007
5422,5392
27999,28005
43453,43448
1854,1831
27512,27507
5587,5521
24264,23755
37567,37555
4081,4135
3708,3592
7765,7730
13995,12545
2623,2557
3472,3290
2011,1985
4354,5203
40654,40634
2874,2800
25474,25361
11415,11250
11280,11262
26572,26438
21672,21202
23508,23508
24956,24956
14410,14397
9443,9636
8609,8638
2496,2946
26127,26096
7543,7655
20576,20930
14522,15134
28677,29409
40150,40072
13695,14008
8732,8476
29172,29170
2143,2145
3138,2927
3756,2689
3030,4043
22435,22496
13796,13711
9863,9095
14612,14312
1259,1276
1822,1867
1519,1608
25552,25555
61405,61389
2171,2255
8067,7990
20245,20341
11779,11776
646,624
2246,2245
6589,6590
10762,10762
17526,17531
17293,17285
30353,30340
8417,8419
24062,24066
14190,14267
8685,8363
14036,14018
5779,5533
24247,24247
8082,8051
21361,21332
11383,11377
9930,9919
998,1002
4101,4112
9746,9743
6877,6877
29829,29820
17021,16982
14128,14113
15256,15207
4749,4751
16203,16201
29828,29805
7215,7217
10518,10502
24397,24404
16821,16814
3879,3878
3087,3090
23362,23363
16668,16661
29319,29318
30937,30931
8668,8665
6417,6418
32396,32333
15664,15672
17185,16972
20243,20243
7446,7153
7556,7562
13481,13436
6241,6240
10146,10138
5045,5032
4751,4751
12966,12951
12100,12098
14059,14081
32702,32685
23210,23164
17062,17065
4363,4345
14974,15036
5535,5520
2243,2237
28372,28372
29784,29763
23470,23283
15247,15155
5061,5032
21193,21195
19689,19694
14784,14788
4713,4713
15354,15369
29312,29288
8025,8021
12895,12821
22154,22094
4192,4190
4032,4039
18829,18833
12832,12765
20992,20992
30733,30721
20037,20041
5790,5804
18521,18427
11441,11430
5737,5734
9021,8988
3178,3624
12804,12808
14792,14813
24314,24492
19232,19082
11257,11240
7121,7189
12411,12372
14007,13994
7321,7312
16481,16435
54303,54286
79739,79651
87566,87563
74098,73619
58137,58083
59736,59727
49900,49711
2215,2310
17347,17997
2132,2492
44240,44236
81851,80767
2214,2252
74145,74010
34487,34474
26269,26251
11410,11300
29745,30074
2982,3024
91685,91529
18003,17976
16144,16027
9557,9555
21450,20819
3322,3406
67073,67085
29330,29193
14400,14134
21108,20614
27804,27631
5954,5887
57413,57311
28674,28615
11319,11319
50669,50803
1600,1571
12350,12318
38710,38545
110980,108890
33257,32722
58894,58881
29797,29698
6687,6673
3817,3736
57190,56804
3503,3475
9061,9052
9923,9766
2436,2842
37795,37558
70233,70187
3617,2796
4739,4705
81134,81136
17283,17254
30597,30598
39279,39274
35685,35113
69709,69702
1907,2109
11063,11012
73664,74300
30704,30543
20818,20817
61707,61643
13959,13915
17816,17990
3172,2580
34115,33906
84858,84745
6003,6000
6524,6498
18889,19105
6837,6821
4291,4000
39714,39671
48924,47926
15682,15633
19672,19668
82075,82100
56937,56916
29152,29120
24038,24021
21065,21077
3020,3313
6205,6409
10121,9928
44405,44708
26686,26509
5364,5357
7865,7851
32042,32017
16978,16939
62310,59937
9221,9137
10763,10763
21911,21921
19410,19412
85234,85219
36399,36424
83589,83579
7629,7607
60096,60080
31915,31838
166717,166713
89542,89579
142925,142910
92160,92168
10923,10949
16386,16338
48895,48866
78762,78923
106886,106885
120893,120874
239446,238926
24904,24882
237188,237180
35802,35624
18445,18350
68915,68904
199210,199236
57967,57884
104080,103962
30404,30306
6250,6450
125698,125686
68098,68074
35017,35005
9916,9879
182704,182620
164913,164898
7048,7040
9502,9488
116735,116716
28509,28517
82858,82827
158526,158470
58645,58648
154317,154284
5281,5261
202917,202940
148826,148818
33726,33724
142496,142510
153957,153916
25575,25571
92548,92540
201570,201490
51969,51971
192266,192241
81102,81468
117570,117459
102768,102816
81001,80982
15229,15213
169832,169834
16223,16262
29400,28874
44531,44470
182783,182721
47095,47089
36581,36584
146663,146642
192422,192286
21590,21544
127330,127339
62487,62485
101599,101670
29982,29920
51550,51532
96495,96459
9981,9997
214879,214886
225726,225723
43635,43613
29330,29326
34328,34296
64190,64182
124838,124842
8644,8675
140697,140685
65715,65722
13937,13924
92441,92432
34886,34879
106749,106748
20940,20917
36950,36948
165579,165550
49943,49921
106471,106436
11800,11778
12627,12475
8129,7958
136371,136362
38079,38047
37590,37588
124866,124826
92874,92873
11736,11733
57927,57928
54174,54174
8049,8048
134450,134451
65046,65047
25889,25889
27769,27770
39019,39019
36960,36961
72494,72494
19496,19496
60848,60848
26367,26364
160591,160591
82305,82305
26103,26102
82425,82425
95277,95277
44145,44145
53587,53588
73218,73218
98883,98884
17416,17416
145277,145277
54737,54737
21676,21676
15058,15058
112911,112911
3757,3760
83258,83259
30867,30867
49420,49421
39561,39561
33547,33548
67424,67424
15629,15629
88759,88759
78174,78174
78176,78178
28322,28324
52175,52173
72704,72704
18444,18444
37880,37881
115684,115685
3273,3273
50745,50745
36822,36822
48982,48982
166575,166575
142904,142904
76446,76446
51941,51941
158353,158353
81746,81746
45286,45286
173293,173293
41839,41839
103407,103407
16709,16710
40166,40166
160768,160768
142607,142607
20484,20484
32359,32359
24613,24612
26331,26331
146217,146217
16410,16410
17741,17741
24487,24486
142799,142799
36107,36106
10154,10154
132601,132601
30057,30057
141721,141722
49012,49011
29798,29799
5747,5747
25522,25521
70530,70530
131492,131492
52468,52468
71350,71351
17885,17885
125638,125638
51997,51997
37594,37595
82184,82184
74990,74992
57399,57399
139531,139531
9513,9513
48317,48317
29337,29337
76372,76372
94299,94299
207731,207657
3934,3819
57769,57537
54258,54225
125534,125466
212009,211960
163726,163869
208379,208347
40442,40432
32169,32157
178617,178614
155969,155749
193179,193175
237758,237983
67487,67478
5854,5765
128412,128370
129561,129511
50188,50093
28716,28733
236588,236515
85375,85326
23991,23967
51597,51391
121119,121082
169633,169549
233890,233746
149115,148971
59587,59400
86964,86869
85200,85164
110480,110331
176619,176547
129054,128954
224104,224183
134319,134221
36848,36823
113687,113692
119810,119786
176925,176866
36382,36367
2361,1540
214408,214374
237208,237023
118893,118950
199819,199846
110184,110162
200124,200062
91679,90072
45824,45782
44120,44114
224428,224357
111858,111762
8214,8290
228776,228709
239115,239051
8805,8792
236122,236076
44668,44662
56390,56340
167933,168055
9544,9537
226804,226807
95848,95861
169206,169174
111650,111612
92620,92587
103006,102997
179441,179469
206649,206546
200266,200233
238878,238853
40950,40937
237535,237427
98936,98932
157012,156843
125618,125711
212406,212336
120764,120736
212382,212333
1241,1099
90107,90109
1178,1314
139654,139835
77614,77525
158095,157919
10309,10625
96305,96282
10415,10370
58575,58550
198819,198811
49754,49716
200524,200540
237480,237415
76020,75759
247302,247284
74318,73945
88402,88443
76129,76023
136549,136490
122236,122235
135400,135400
48715,48714
168030,168025
40425,40424
65418,65419
71645,71642
148973,148979
78476,78449
56880,56885
8611,8609
187016,187017
193306,193307
103049,103048
167563,167564
33570,33571
203459,203451
17749,17752
81261,81260
160272,160273
19274,19277
151121,151123
131811,131810
29301,29312
66818,66816
8589,8588
54823,54823
114810,114814
80989,80989
203490,203492
46369,46368
82050,82052
61103,61101
144633,144619
18277,18277
94572,94570
37222,37222
41230,41234
159174,159172
31992,31994
188626,188626
74290,74291
148741,148741
50555,50551
161963,161963
79351,79352
43456,43455
167182,167184
17039,17040
56199,56201
163980,163982
8561,8562
14445,14445
188469,188468
129982,129983
151518,151522
195232,195232
40098,40098
47077,47078
42505,42505
123809,123809
38908,38906
142257,142258
148319,148319
78070,78064
174622,174623
101960,101959
51498,51497
60689,60685
41078,41079
160680,160684
71966,71966
58000,58004
41436,41435
15287,15288
197852,197852
205023,205023
48763,48763
54159,54161
40613,40613
194841,194836
58068,58071
17728,17744
90782,90779
63465,63465
186670,186671
26137,26138
46979,46978
61436,61435
47274,47277
32104,32106
69567,69565
200759,200758
8691,8690
129531,129530
43558,43558
94455,94454
187087,187088
98074,98073
154740,154741
193087,193090
94208,94203
225946,225925
179238,179245
64167,64168
39541,39533
14823,14825
146081,146081
131179,131177
199410,199383
57744,57758
12985,12985
194314,194318
126938,126931
102355,102337
43954,43960
32227,32226
136024,136020
77147,77152
42011,42011
10676,10673
41275,41222
100111,99939
230128,230180
21480,21464
196018,195993
12610,12603
28769,28770
8456,8462
95063,95066
185732,185730
25569,25566
201958,201941
21340,21329
84389,84384
31281,31275
84715,84715
53862,53857
47524,47529
89633,89623
159275,159272
68330,68331
120273,120278
118862,118854
150648,150655
168255,168248
194506,194504
70870,70873
213509,213513
73636,73636
182679,182676
111538,111533
208891,208894
144393,144394
91469,91470
167321,167311
73964,73954
213431,213433
71723,71725
41594,41601
130752,130751
230188,230233
71946,71946
93657,93632
199838,199834
172029,172031
160691,160687
113953,113957
38709,38711
90451,90442
152704,152701
159891,159840
151887,151886
130536,130530
180400,180402
230261,230391
13679,13686
107890,107896
10976,10980
60054,60051
86201,86210
103044,103043
98600,98597
7414,7400
59120,59147
32955,32960
147399,147406
83914,83905
42797,42793
19082,19080
60209,60204
137629,137624
210419,210419
15316,15322
130219,130221
62326,62335
160614,160609
16627,16627
157204,157191
213010,213010
5153,5070
24031,23626
61208,60659
22536,23167
94708,94697
12642,12621
7828,7856
16569,16604
32773,32753
10227,10225
20047,19769
39981,39975
34135,33494
10585,10588
51787,49381
27464,27462
5886,4065
12675,12624
98166,98142
26767,26739
8132,8131
6414,6392
8639,8631
3331,2553
27095,26830
34443,34360
56853,56697
4417,3504
62216,61288
11828,11819
4169,3277
20143,20076
72490,69737
39092,38315
59384,59385
7628,7597
62088,59963
14003,13964
12135,12541
3458,3445
23638,21654
73452,69626
12267,12277
28057,27773
6623,6612
3551,3445
2019,1691
117800,117795
25461,25420
3047,2426
6587,4389
16650,16611
4345,4347
9403,8118
9276,9350
21757,22321
15217,15219
2206,1950
3955,3954
12011,11981
115640,115637
32224,32222
12736,12371
54239,54201
4437,4457
16603,16581
8408,9332
3988,3963
13361,13335
18379,18368
43910,43266
21334,21308
14855,14507
23734,23515
7996,8020
6894,6887
12536,12538
27505,27491
11039,11029
20419,20398
23364,22390
23704,23527
4908,4917
48731,48071
35087,35073
52567,52674
12830,12827
3450,2883
20277,20242
4004,3783
23284,23275
2389,2640
13615,12773
8690,8551
11765,11755
15526,15512
24214,24220
5377,5372
5340,5344
32284,32286
83094,83078
33753,33732
70337,70316
20422,20418
12407,12399
15316,15331
23909,23911
14175,14181
30314,30286
13942,13460
32612,32607
13626,11399
9394,9347
7077,7044
8192,8187
33810,33797
3977,3967
16003,15981
8069,8058
10504,10353
39455,38645
15660,15647
29293,26689
7821,7842
46613,46583
63346,63324
8834,8816
11418,11393
15227,15199
19536,19537
53495,52927
16447,16439
21696,21701
13539,13550
17983,17988
123011,123017
11568,10365
26474,26300
9567,9539
2433,2419
18274,18258
15306,15252
23410,23380
5170,5152
11932,11920
47141,47142
5677,5663
12474,12263
15895,15868
42185,41288
12652,12644
4447,4445
43265,43262
20351,20342
6426,6445
16997,17001
7853,7890
44188,44178
25093,25099
5734,5633
16705,16665
21871,21876
3695,3686
26857,26849
13851,13850
67332,67815
12738,12720
38895,38888
44234,44219
29430,29284
3547,3545
8962,8930
19209,19181
11205,11188
22871,22870
3895,3895
27571,27567
20093,20098
9941,9942
56269,56272
14729,14719
75373,75357
27954,27943
50094,50055
4025,4024
4729,4748
13698,13304
31568,31563
16740,16750
12071,12028
68037,67480
27252,27258
98474,98469
9295,8149
12087,12087
2836,2816
24306,24312
97147,97152
6830,6829
22798,22792
4274,4268
5770,5767
7057,6964
32811,32814
43087,42666
5506,5513
18183,18175
8848,8853
12405,12391
11912,11922
27899,27909
7117,7117
14242,14238
6863,6860
18403,18413
17426,17172
31453,31457
72652,72645
84175,84177
21315,21305
17043,17013
54146,54144
30703,30701
23112,23099
22276,22261
6428,6427
4346,4346
6400,6374
21130,21134
8307,8307
27346,27344
32575,32553
35456,35445
5547,5547
43828,43826
43816,43823
12542,12548
15196,15180
16622,16611
8563,8552
9341,9329
64651,64652
14276,14265
13715,13718
30562,30533
5954,5958
15713,15708
16664,16653
15208,15206
17703,17700
16169,16169
17437,17418
64007,64010
15710,15708
70146,70128
20080,20083
9100,9094
13418,13422
14463,14464
9866,9864
24588,24571
19088,19083
28021,28010
64903,64360
23266,23266
32875,32873
13691,13688
4223,4202
24525,24461
17653,17645
12184,11958
82261,82259
15600,15580
30138,30139
36700,36700
12600,12576
3297,3276
26734,26743
21451,21455
67173,67169
22211,21974
10358,10361
11569,11564
29787,29781
23827,23828
13141,13115
18510,18485
15176,15183
33421,33419
6609,6622
55596,55597
8478,8467
18962,18959
34204,34200
8528,8530
8936,8925
2465,2466
7804,7799
29768,29767
3187,3175
70049,70050
12544,12540
8213,8218
26008,26004
23710,23721
15364,15363
27127,27124
44524,44526
6498,6494
13268,13275
4034,4031
3653,3642
22836,22833
10449,10455
2031,2032
30418,30423
13299,13294
21603,21610
8911,8887
4188,4194
36636,36632
19577,19569
21027,21026
6877,6881
20293,20296
14330,13994
14808,14813
37096,37098
14088,14089
5251,5246
49481,49482
12850,12848
34573,34550
7937,7932
31481,31483
12810,12808
17210,17212
2610,2522
10170,10157
6159,6162
10035,10038
8264,8263
4312,4308
9063,9060
22717,22713
21638,21612
7105,7108
19000,19002
9187,9184
2909,2910
15888,15875
16152,16151
8938,8940
36558,36558
26412,26417
72829,72826
9190,9193
53865,53472
9769,9772
3906,3906
18343,18342
7089,7086
21904,21903
9991,9991
6378,6371
24540,24543
13221,13222
14867,14862
6128,6130
38041,38039
14583,14583
75690,75679
6796,6757
18460,18457
29897,29895
4048,4054
8650,8649
22345,22338
7367,7361
16960,16957
25386,25388
12607,12600
24113,24107
18971,18969
13258,13258
8505,8500
19926,19930
19685,19684
47306,47299
9596,9574
7850,7847
12413,12419
14515,14512
11244,11252
38506,38507
22863,22862
6738,6740
29303,29306
23574,23575
14453,14453
7941,7943
36162,36162
39375,39378
19888,19885
10551,10553
45270,45265
24364,24361
5351,5340
29244,29239
6964,6965
35838,35840
5945,5945
16336,16332
5875,5876
36963,36948
44168,44168
13624,13619
4766,4772
13107,13107
19219,19224
21663,21668
10286,10287
8048,8041
54106,54093
17757,17757
26179,26168
24161,24167
8432,8417
15088,15089
40541,40541
21243,21243
13348,13347
5658,5650
48259,48255
30320,30321
31812,31811
10877,10875
42826,42825
26778,26778
23107,23094
65228,65229
22556,22556
19551,19496
2653,2621
22418,22417
36989,36991
22915,22910
10609,10609
39089,39090
5516,5516
30511,30510
54711,54712
31326,31326
39301,39302
1941,1949
78474,78473
10474,10475
12344,12343
36777,36774
5065,5067
20623,20618
37442,37445
25817,25820
44921,44922
17303,17304
22722,22721
20558,20554
13031,13029
35562,35563
13203,13203
6525,6526
35663,35665
22423,22423
19876,19878
29503,29501
46723,46726
22719,22715
14079,14074
17018,17018
12693,12692
18481,18462
3835,3837
15763,15764
13937,13941
37342,37343
9291,9292
45831,45832
79900,79893
26560,26551
6248,6250
20563,20564
33040,33039
12079,12077
33507,33510
7764,7762
4509,4509
12208,12210
11314,11317
30274,30270
2352,2321
4780,4794
46534,46531
12217,12219
24343,24336
44391,44378
8852,8852
33485,33500
9699,9685
10122,10081
22053,22050
20515,20508
74939,74941
21489,21499
36451,36446
12885,12898
15037,15032
3492,3503
58298,58263
28176,28163
42062,42043
39202,39169
58598,58612
59439,59397
63025,63029
45252,45255
54943,54947
4577,4547
9249,9237
28437,28434
26214,26214
40866,40920
9417,9413
29218,29219
35050,35054
37556,37555
9109,9109
26062,26065
9343,9198
27204,27203
10800,10755
30526,30532
31465,31466
19489,19486
17307,17306
8781,8774
14670,14672
43021,42976
9844,9847
22226,22228
10198,10111
25171,25175
10913,10913
28651,28638
11123,11130
9138,9134
7153,7147
20855,20858
12725,12690
8038,8040
16527,16525
55508,55506
42769,42758
9582,9556
51763,51774
58848,58854
54675,54673
12400,12402
12870,12810
9677,9668
35350,35351
31413,31422
10414,10407
31306,31273
8022,7986
62240,62231
15566,15578
43605,43614
15326,15328
19182,19186
14162,14150
28697,28699
12353,12368
10226,10238
9771,9702
50004,50005
8534,8531
40341,40357
47659,47657
11752,11753
57239,57240
33387,33384
22242,22242
15795,15786
3895,3898
23869,23876
56388,56390
20707,20711
44435,44438
78455,78447
63208,63209
11356,11378
21612,21635
36430,36417
69849,69844
58791,58789
23330,23133
94131,94146
11929,11928
10858,10857
63046,62891
31102,31091
12095,12063
4550,4338
37110,37033
20660,20665
24087,23966
10882,10886
13555,13053
26725,26994
11657,11649
25413,25293
44777,44737
54410,54392
8713,8709
41522,41409
42400,42276
92702,92675
42230,41936
51619,51599
13861,13818
9743,9739
48292,48623
24348,24201
95978,95942
27478,27359
12260,12268
43084,43039
81071,81062
53206,53185
29633,29595
20801,20775
11109,11109
70525,70664
4114,4124
41404,41374
13025,13014
19253,19244
110708,110667
104971,104972
32798,32742
46814,46823
43762,43718
9277,9276
33745,33742
73094,73027
48161,48154
11600,11570
20638,20607
61434,61436
12768,12755
90795,90797
26559,26513
6682,6668
45798,45645
165557,165516
8789,8685
37468,37357
24806,24832
