surely_inc,surely_agg,border_inc,border_agg,surplus_inc,surplus_agg
0,0,479,434,0,0
9437,9437,228,398,0,0
23352,23352,127,181,0,0
38027,38027,531,200,0,0
45235,45235,156,137,0,0
6479,6479,701,625,0,0
41015,41015,712,586,0,0
0,0,401,538,0,0
3887,3887,174,175,0,0
45615,45615,144,138,0,0
25842,25842,127,126,0,0
19071,19071,205,225,0,0
1759,1759,441,379,0,0
67301,67301,53,31,0,0
219393,219393,158,102,0,0
36211,36211,92,91,0,0
47079,47079,208,190,0,0
225388,225388,78,81,0,0
13343,13343,191,173,0,0
29745,29745,103,56,0,0
182475,182475,124,105,0,0
60108,60108,61,53,0,0
69524,69524,186,102,0,0
157365,157365,74,76,0,0
93247,93247,100,103,0,0
54551,54551,144,138,0,0
145130,145130,120,77,0,0
54894,54894,103,91,0,0
204223,204223,83,82,0,0
76745,76745,235,178,0,0
37721,37721,116,108,0,0
82857,82857,246,188,0,0
17567,17567,105,94,0,0
48205,48205,120,128,0,0
54691,54691,91,91,0,0
24886,24886,138,113,0,0
19142,19142,179,163,0,0
29670,29670,161,148,0,0
72796,72796,251,185,0,0
119793,119793,60,68,0,0
77461,77461,98,101,0,0
46306,46306,128,114,0,0
77645,77645,355,212,0,0
51076,51076,116,95,0,0
102006,102006,97,95,0,0
77623,77623,171,153,0,0
79866,79866,113,144,0,0
177532,177532,49,59,0,0
118597,118597,158,158,0,0
201105,201105,133,125,0,0
59242,59242,130,118,0,0
7722,7722,130,112,0,0
134206,134206,90,99,0,0
53061,53061,103,107,0,0
89262,89262,100,94,0,0
29756,29756,355,213,0,0
130578,130578,116,112,0,0
45318,45318,256,157,0,0
67988,67988,257,192,0,0
46195,46195,108,102,0,0
127326,127326,195,191,0,0
8704,8704,271,277,0,0
35265,35265,140,118,0,0
23404,23404,283,279,0,0
221483,221483,162,126,0,0
73037,73037,173,169,0,0
49681,49681,2588,2620,0,0
33571,33571,301,163,0,0
162339,162339,180,166,0,0
60975,60975,73,65,0,0
212880,212880,189,184,0,0
127172,127172,119,125,0,0
229651,229651,150,151,0,0
119055,119055,139,128,0,0
201935,201935,99,104,0,0
8027,8027,269,276,0,0
128076,128076,359,410,0,0
40896,40896,192,172,0,0
74640,74640,295,281,0,0
112623,112623,139,109,0,0
26113,26113,143,140,0,0
122745,122745,142,126,0,0
79543,79543,157,164,0,0
11041,11041,164,148,0,0
133884,133884,143,150,0,0
226451,226451,122,115,0,0
49416,49416,142,132,0,0
22840,22840,180,167,0,0
110983,110983,226,218,0,0
73262,73262,177,145,0,0
62487,62487,752,756,0,0
230434,230434,184,162,0,0
129509,129509,290,236,0,0
180927,180927,190,253,0,0
34013,34013,154,161,0,0
185376,185376,267,183,0,0
124567,124567,340,260,0,0
119681,119681,369,354,0,0
36940,36940,170,154,0,0
71402,71402,182,195,0,0
106642,106642,81,74,0,0
75340,75340,184,175,0,0
6261,6261,158,134,0,0
113002,113002,172,157,0,0
110666,110666,298,253,0,0
67697,67697,191,162,0,0
139333,139333,195,182,0,0
108390,108390,161,154,0,0
37409,37409,505,440,0,0
38848,38848,405,401,0,0
102429,102429,162,150,0,0
92702,92702,167,303,0,0
224542,224542,191,163,0,0
52414,52414,13,13,0,0
24437,24437,23,23,0,0
97436,97436,22,23,0,0
147974,147974,25,30,0,0
148938,148938,18,18,0,0
114066,114066,14,17,0,0
91689,91689,24,20,0,0
96667,96667,18,18,0,0
51718,51718,49,39,0,0
77234,77234,27,27,0,0
104580,104580,43,40,0,0
13966,13966,34,33,0,0
28553,28553,22,18,0,0
168535,168535,20,23,0,0
134703,134703,30,22,0,0
77563,77563,16,18,0,0
13784,13784,12,14,0,0
60527,60527,9,8,0,0
12929,12929,19,19,0,0
11489,11489,19,19,0,0
112103,112103,31,23,0,0
63780,63780,24,27,0,0
112113,112113,22,21,0,0
33751,33751,24,23,0,0
31733,31733,9,9,0,0
122578,122578,13,12,0,0
36036,36036,22,22,0,0
128151,128151,19,19,0,0
82093,82093,38,38,0,0
47587,47587,17,18,0,0
45186,45186,34,30,0,0
112877,112877,13,14,0,0
115154,115154,19,19,0,0
82338,82338,27,28,0,0
54728,54728,32,32,0,0
135886,135886,14,16,0,0
17977,17977,26,25,0,0
24384,24384,35,40,0,0
162649,162649,16,15,0,0
21450,21450,20,24,0,0
94943,94943,20,27,0,0
27770,27770,25,26,0,0
51365,51365,17,21,0,0
35286,35286,28,35,0,0
19715,19715,20,21,0,0
27524,27524,12,15,0,0
61184,61184,26,28,0,0
94821,94821,34,33,0,0
97823,97823,35,32,0,0
102612,102612,21,20,0,0
31746,31746,26,28,0,0
39733,39733,27,25,0,0
145379,145379,25,24,0,0
42435,42435,42,41,0,0
35643,35643,17,17,0,0
129715,129715,16,16,0,0
2502,2502,58,49,0,0
112014,112014,23,24,0,0
112124,112124,17,19,0,0
34693,34693,20,20,0,0
15007,15007,33,42,0,0
150129,150129,47,45,0,0
99650,99650,14,17,0,0
10715,10715,35,34,0,0
9799,9799,29,31,0,0
100272,100272,25,22,0,0
54696,54696,29,29,0,0
3875,3875,20,23,0,0
163126,163126,21,23,0,0
3248,3248,22,23,0,0
145304,145304,23,23,0,0
169880,169880,33,34,0,0
69087,69087,22,26,0,0
56643,56643,18,19,0,0
141688,141688,20,23,0,0
31288,31288,38,37,0,0
160268,160268,16,16,0,0
57784,57784,16,18,0,0
41763,41763,33,33,0,0
155469,155469,17,18,0,0
89002,89002,27,28,0,0
69355,69355,24,28,0,0
8104,8104,48,40,0,0
75383,75383,27,29,0,0
81794,81794,37,39,0,0
153744,153744,25,26,0,0
79588,79588,27,26,0,0
43662,43662,18,20,0,0
29460,29460,12,17,0,0
86382,86382,26,26,0,0
165024,165024,33,32,0,0
149052,149052,33,39,0,0
47597,47597,60,65,0,0
94107,94107,16,19,0,0
132874,132874,42,42,0,0
168453,168453,59,60,0,0
136116,136116,29,30,0,0
62089,62089,31,29,0,0
62987,62987,18,21,0,0
62160,62160,50,52,0,0
35229,35229,145,62,0,0
146849,146849,305,130,0,0
100744,100744,133,135,0,0
235208,235208,414,263,0,0
30470,30470,241,238,0,0
235208,235208,488,213,0,0
130869,130869,94,68,0,0
33657,33657,172,130,0,0
176907,176907,149,100,0,0
232945,232945,98,97,0,0
44871,44871,329,188,0,0
88996,88996,218,149,0,0
124131,124131,237,186,0,0
155519,155519,149,129,0,0
41614,41614,136,74,0,0
2657,2657,182,167,0,0
67671,67671,408,478,0,0
38605,38605,174,158,0,0
97553,97553,581,536,0,0
7945,7945,290,178,0,0
38814,38814,215,208,0,0
130311,130311,252,228,0,0
100052,100052,192,207,0,0
16211,16211,161,120,0,0
105319,105319,594,629,0,0
173462,173462,151,130,0,0
198642,198642,185,153,0,0
123681,123681,420,380,0,0
26464,26464,490,395,0,0
187488,187488,192,174,0,0
9302,9302,170,151,0,0
4003,4003,462,605,0,0
75648,75648,586,478,0,0
235208,235208,555,533,0,0
45856,45856,173,162,0,0
140164,140164,255,252,0,0
43065,43065,188,162,0,0
71672,71672,144,124,0,0
192608,192608,168,163,0,0
220491,220491,142,134,0,0
163745,163745,342,295,0,0
28758,28758,122,137,0,0
197444,197444,136,144,0,0
81777,81777,435,410,0,0
198890,198890,153,138,0,0
96044,96044,972,487,0,0
235208,235208,791,637,0,0
59173,59173,140,126,0,0
189408,189408,1484,1470,0,0
201872,201872,199,198,0,0
182602,182602,460,464,0,0
189408,189408,1438,1439,0,0
142200,142200,234,206,0,0
74990,74990,208,238,0,0
137119,137119,353,338,0,0
65692,65692,259,219,0,0
15276,15276,1266,502,0,0
219316,219316,323,305,0,0
105319,105319,685,799,0,0
66522,66522,131,110,0,0
16567,16567,247,274,0,0
202576,202576,88,63,0,0
168432,168432,218,169,0,0
144746,144746,220,203,0,0
230079,230079,230,230,0,0
97553,97553,718,620,0,0
7295,7295,341,256,0,0
12706,12706,391,426,0,0
235208,235208,654,685,0,0
4105,4105,236,198,0,0
15704,15704,350,301,0,0
21260,21260,364,335,0,0
21114,21114,299,251,0,0
140944,140944,283,307,0,0
56607,56607,323,300,0,0
213136,213136,405,455,0,0
198735,198735,228,217,0,0
175634,175634,688,548,0,0
13517,13517,201,177,0,0
29629,29629,191,165,0,0
174883,174883,316,267,0,0
235208,235208,712,710,0,0
20336,20336,332,393,0,0
0,0,2724,2528,0,0
100769,100769,242,200,0,0
50856,50856,496,429,0,0
234062,234062,232,239,0,0
236346,236346,328,277,0,0
106262,106262,274,223,0,0
187258,187258,238,218,0,0
235208,235208,667,511,0,0
157800,157800,508,498,0,0
33049,33049,299,277,0,0
69841,69841,565,537,0,0
206942,206942,367,271,0,0
104344,104344,428,414,0,0
183864,183864,367,320,0,0
82672,82672,679,671,0,0
11485,11485,583,654,0,0
175715,175715,404,407,0,0
189549,189549,29,37,0,0
68309,68309,47,46,0,0
199917,199917,71,68,0,0
26550,26550,49,29,0,0
146432,146432,20,22,0,0
17137,17137,11,13,0,0
27299,27299,10,10,0,0
137025,137025,31,40,0,0
159195,159195,45,38,0,0
104672,104672,24,17,0,0
72257,72257,19,24,0,0
159341,159341,56,56,0,0
45147,45147,42,34,0,0
137282,137282,36,38,0,0
169543,169543,15,18,0,0
197701,197701,14,27,0,0
113652,113652,15,17,0,0
66774,66774,49,36,0,0
139647,139647,53,58,0,0
184127,184127,31,39,0,0
144446,144446,25,23,0,0
28796,28796,133,109,0,0
186552,186552,52,41,0,0
41310,41310,44,52,0,0
94059,94059,23,33,0,0
65738,65738,34,37,0,0
34151,34151,41,36,0,0
50199,50199,29,36,0,0
53258,53258,79,83,0,0
142506,142506,115,70,0,0
204182,204182,41,44,0,0
80142,80142,31,32,0,0
51553,51553,24,19,0,0
41254,41254,25,26,0,0
100151,100151,32,36,0,0
92075,92075,83,77,0,0
85753,85753,35,40,0,0
204082,204082,67,69,0,0
155845,155845,48,50,0,0
201456,201456,25,29,0,0
202209,202209,71,71,0,0
25303,25303,22,22,0,0
70996,70996,137,128,0,0
112002,112002,20,19,0,0
194188,194188,27,29,0,0
143691,143691,45,45,0,0
113976,113976,73,58,0,0
191204,191204,71,71,0,0
96657,96657,15,13,0,0
161873,161873,39,44,0,0
10381,10381,17,17,0,0
93056,93056,41,43,0,0
138553,138553,56,57,0,0
51520,51520,52,52,0,0
37638,37638,35,44,0,0
42965,42965,47,49,0,0
168763,168763,33,35,0,0
17350,17350,26,30,0,0
168008,168008,36,33,0,0
33777,33777,56,63,0,0
98074,98074,51,57,0,0
117230,117230,50,47,0,0
82529,82529,59,65,0,0
201291,201291,31,35,0,0
81159,81159,59,70,0,0
102758,102758,37,37,0,0
128707,128707,47,52,0,0
74644,74644,132,91,0,0
22378,22378,45,58,0,0
146534,146534,40,45,0,0
133176,133176,26,28,0,0
28851,28851,60,58,0,0
11839,11839,78,85,0,0
44687,44687,38,46,0,0
178576,178576,26,26,0,0
57466,57466,75,81,0,0
162785,162785,56,52,0,0
145164,145164,79,77,0,0
31235,31235,67,70,0,0
189225,189225,55,49,0,0
58306,58306,63,69,0,0
146193,146193,37,35,0,0
201934,201934,18,19,0,0
146560,146560,54,62,0,0
20915,20915,65,70,0,0
166307,166307,53,55,0,0
50613,50613,42,52,0,0
157299,157299,67,64,0,0
52100,52100,59,52,0,0
23256,23256,39,46,0,0
104536,104536,37,38,0,0
8106,8106,58,63,0,0
89481,89481,57,66,0,0
175594,175594,34,38,0,0
50944,50944,74,82,0,0
39399,39399,34,35,0,0
8047,8047,91,92,0,0
133839,133839,85,92,0,0
3311,3311,88,99,0,0
64167,64167,42,48,0,0
154430,154430,35,37,0,0
64549,64549,39,38,0,0
229419,229419,128,88,0,0
228393,228393,52,62,0,0
165003,165003,41,37,0,0
17877,17877,74,79,0,0
52378,52378,36,33,0,0
153733,153733,78,95,0,0
105761,105761,106,97,0,0
83614,83614,38,40,0,0
22888,22888,52,64,0,0
119645,119645,63,57,0,0
118633,118633,96,72,0,0
35450,35450,143,125,0,0
167231,167231,49,50,0,0
142379,142379,43,47,0,0
34845,34845,81,74,0,0
57135,57135,26,25,0,0
111051,111051,63,51,0,0
224878,224878,55,61,0,0
217534,217534,86,64,0,0
94417,94417,23,23,0,0
11627,11627,68,65,0,0
110150,110150,98,89,0,0
52087,52087,75,70,0,0
219084,219084,146,120,0,0
121138,121138,64,59,0,0
164380,164380,70,65,0,0
155149,155149,67,64,0,0
155693,155693,69,70,0,0
75821,75821,81,75,0,0
13726,13726,108,94,0,0
125170,125170,66,68,0,0
21691,21691,174,111,0,0
55852,55852,74,73,0,0
57397,57397,79,75,0,0
64323,64323,55,49,0,0
62121,62121,97,99,0,0
34734,34734,92,71,0,0
6869,6869,80,72,0,0
71065,71065,98,82,0,0
115794,115794,67,67,0,0
100520,100520,61,58,0,0
122685,122685,100,93,0,0
131525,131525,78,76,0,0
201982,201982,74,74,0,0
81577,81577,87,78,0,0
203766,203766,97,101,0,0
203439,203439,92,89,0,0
95435,95435,83,81,0,0
198212,198212,126,123,0,0
31283,31283,78,81,0,0
194130,194130,72,63,0,0
112661,112661,133,115,0,0
58213,58213,112,112,0,0
23134,23134,43,38,0,0
94870,94870,74,74,0,0
162376,162376,115,112,0,0
158225,158225,101,88,0,0
118688,118688,137,119,0,0
23222,23222,122,123,0,0
75620,75620,108,96,0,0
115895,115895,67,60,0,0
213415,213415,175,180,0,0
133572,133572,103,99,0,0
39349,39349,215,216,0,0
46339,46339,65,64,0,0
30230,30230,43,49,0,0
195738,195738,262,211,0,0
74545,74545,177,162,0,0
198125,198125,32,37,0,0
109069,109069,98,102,0,0
10770,10770,116,122,0,0
222254,222254,110,111,0,0
154388,154388,90,87,0,0
191022,191022,80,94,0,0
130146,130146,147,138,0,0
127447,127447,101,90,0,0
124719,124719,97,93,0,0
37766,37766,64,77,0,0
74747,74747,111,118,0,0
193901,193901,118,115,0,0
4365,4365,83,70,0,0
57772,57772,87,88,0,0
28056,28056,123,126,0,0
41321,41321,158,153,0,0
53733,53733,110,106,0,0
180541,180541,162,165,0,0
185104,185104,166,134,0,0
91969,91969,106,103,0,0
81515,81515,344,205,0,0
122267,122267,149,149,0,0
20219,20219,198,180,0,0
204173,204173,51,48,0,0
128153,128153,135,127,0,0
223346,223346,119,134,0,0
114911,114911,193,206,0,0
93659,93659,73,77,0,0
98840,98840,124,114,0,0
184613,184613,156,133,0,0
0,0,8328,6358,0,0
6383,6383,375,47,0,0
0,0,5348,4071,0,0
0,0,7996,6088,0,0
0,0,269,321,0,0
0,0,2714,1505,0,0
0,0,360,317,0,0
856,856,260,216,0,0
0,0,5874,4503,0,0
0,0,9494,11742,0,0
0,0,4278,3344,0,0
0,0,7227,7201,0,0
0,0,1305,1137,0,0
3683,3683,98,87,0,0
0,0,5074,2741,0,0
0,0,394,364,0,0
34930,34930,81,54,0,0
0,0,369,375,0,0
0,0,555,664,0,0
0,0,2420,1998,0,0
2600,2600,125,112,0,0
0,0,7255,7360,0,0
12489,12489,82,65,0,0
5514,5514,284,255,0,0
0,0,8637,6463,0,0
4690,4690,3266,276,0,0
5891,5891,519,114,0,0
72261,72261,2405,79,0,0
3891,3891,640,264,0,0
0,0,5620,5881,0,0
10922,10922,124,97,0,0
0,0,8243,9632,0,0
4371,4371,266,298,0,0
4988,4988,187,133,0,0
8016,8016,91,73,0,0
4894,4894,191,311,0,0
6232,6232,167,156,0,0
3743,3743,346,215,0,0
11930,11930,124,134,0,0
0,0,4718,4187,0,0
14079,14079,175,138,0,0
0,0,12210,8874,0,0
22317,22317,98,99,0,0
0,0,826,746,0,0
3427,3427,112,127,0,0
24534,24534,359,152,0,0
0,0,534,452,0,0
17470,17470,130,118,0,0
3035,3035,495,246,0,0
0,0,1670,1606,0,0
43152,43152,118,113,0,0
1634,1634,676,190,0,0
0,0,1409,1154,0,0
0,0,4418,3368,0,0
42018,42018,927,1250,0,0
7627,7627,168,129,0,0
0,0,9983,9022,0,0
6437,6437,198,130,0,0
5060,5060,198,283,0,0
18363,18363,103,91,0,0
3123,3123,325,164,0,0
3554,3554,179,137,0,0
15443,15443,133,130,0,0
0,0,1451,1173,0,0
112365,112365,132,441,0,0
3821,3821,176,128,0,0
0,0,1404,1645,0,0
7881,7881,1575,188,0,0
7006,7006,219,145,0,0
1758,1758,192,196,0,0
15688,15688,162,121,0,0
7237,7237,175,171,0,0
0,0,8791,7183,0,0
0,0,479,435,0,0
0,0,3383,2730,0,0
0,0,10496,8657,0,0
0,0,2649,1360,0,0
8136,8136,325,247,0,0
3123,3123,495,488,0,0
7293,7293,3356,194,0,0
936,936,225,210,0,0
0,0,2135,1842,0,0
71821,71821,173,158,0,0
7138,7138,1196,1356,0,0
0,0,8233,6694,0,0
0,0,18930,15418,0,0
7949,7949,2090,91,0,0
0,0,761,702,0,0
0,0,636,604,0,0
4990,4990,680,78,0,0
0,0,915,940,0,0
0,0,5981,6548,0,0
39188,39188,1649,152,0,0
8828,8828,343,226,0,0
10851,10851,124,131,0,0
170307,170307,522,128,0,0
7641,7641,162,215,0,0
0,0,4161,2787,0,0
0,0,9177,8991,0,0
0,0,5482,4967,0,0
14202,14202,66,57,0,0
0,0,596,540,0,0
2902,2902,292,373,0,0
0,0,295,252,0,0
1212,1212,120,118,0,0
12399,12399,112,108,0,0
0,0,1846,1641,0,0
38797,38797,441,409,0,0
6034,6034,115,99,0,0
0,0,898,1011,0,0
25485,25485,56,42,0,0
3299,3299,232,147,0,0
1701,1701,97,106,0,0
21774,21774,48,46,0,0
24607,24607,113,100,0,0
7230,7230,87,122,0,0
38639,38639,59,58,0,0
0,0,557,557,0,0
11287,11287,152,73,0,0
1913,1913,183,182,0,0
20673,20673,126,105,0,0
2957,2957,104,102,0,0
11196,11196,47,45,0,0
0,0,5326,4449,0,0
0,0,1002,837,0,0
7969,7969,161,85,0,0
13571,13571,171,127,0,0
0,0,6737,4224,0,0
78798,78798,37,39,0,0
28100,28100,86,227,0,0
10014,10014,28,30,0,0
7994,7994,245,232,0,0
1800,1800,166,124,0,0
9374,9374,106,97,0,0
0,0,11559,8170,0,0
3259,3259,97,89,0,0
19022,19022,1150,76,0,0
4524,4524,297,300,0,0
2945,2945,89,73,0,0
14672,14672,103,99,0,0
61792,61792,27,25,0,0
3,3,6205,6247,0,0
0,0,6773,4752,0,0
28804,28804,424,47,0,0
0,0,9640,10127,0,0
43925,43925,103,102,0,0
24039,24039,67,41,0,0
2196,2196,175,130,0,0
4629,4629,164,213,0,0
20048,20048,1640,111,0,0
9351,9351,224,154,0,0
6551,6551,140,125,0,0
13960,13960,39,35,0,0
11753,11753,89,127,0,0
24018,24018,121,60,0,0
12847,12847,85,386,0,0
15677,15677,790,789,0,0
5884,5884,45,51,0,0
1700,1700,122,129,0,0
19213,19213,468,423,0,0
0,0,6896,5988,0,0
2587,2587,70,63,0,0
17919,17919,92,103,0,0
7463,7463,95,90,0,0
11807,11807,88,88,0,0
33491,33491,562,163,0,0
4367,4367,139,95,0,0
8093,8093,118,116,0,0
10740,10740,53,55,0,0
23206,23206,50,49,0,0
19988,19988,106,105,0,0
12335,12335,146,131,0,0
3697,3697,117,150,0,0
1538,1538,86,86,0,0
51464,51464,162,367,0,0
20321,20321,616,980,0,0
10932,10932,177,79,0,0
7803,7803,256,93,0,0
7231,7231,55,74,0,0
20075,20075,85,90,0,0
17016,17016,68,62,0,0
39868,39868,102,80,0,0
18140,18140,55,53,0,0
25757,25757,96,95,0,0
9291,9291,994,998,0,0
13641,13641,188,125,0,0
10012,10012,137,117,0,0
19399,19399,94,105,0,0
34277,34277,31,34,0,0
38689,38689,820,117,0,0
4345,4345,782,204,0,0
22897,22897,96,91,0,0
20330,20330,186,89,0,0
4592,4592,71,73,0,0
20467,20467,118,122,0,0
32677,32677,191,163,0,0
4254,4254,166,167,0,0
24151,24151,40,41,0,0
41142,41142,90,81,0,0
2125,2125,28,29,0,0
16801,16801,41,44,0,0
0,0,5681,5683,0,0
29646,29646,73,70,0,0
0,0,3361,2551,0,0
5765,5765,35,61,0,0
0,0,507,517,0,0
0,0,1235,858,0,0
8814,8814,229,127,0,0
24002,24002,3,3,0,0
21021,21021,528,89,0,0
7749,7749,26,25,0,0
7512,7512,100,102,0,0
38403,38403,22,33,0,0
6679,6679,69,49,0,0
1908,1908,66,73,0,0
5982,5982,71,59,0,0
5748,5748,75,59,0,0
39892,39892,106,74,0,0
53627,53627,285,70,0,0
10745,10745,64,64,0,0
1320,1320,224,217,0,0
3672,3672,61,59,0,0
15051,15051,182,177,0,0
6219,6219,99,87,0,0
7989,7989,149,127,0,0
7597,7597,88,63,0,0
1555,1555,45,34,0,0
8130,8130,129,80,0,0
11834,11834,1640,98,0,0
1527,1527,105,96,0,0
19919,19919,33,37,0,0
28643,28643,280,221,0,0
58364,58364,15,13,0,0
16312,16312,1790,125,0,0
17121,17121,359,31,0,0
25529,25529,57,61,0,0
3507,3507,81,74,0,0
11739,11739,43,36,0,0
25952,25952,63,51,0,0
6722,6722,72,73,0,0
78423,78423,293,75,0,0
13067,13067,74,72,0,0
77244,77244,53,224,0,0
38726,38726,166,227,0,0
9587,9587,42,42,0,0
5264,5264,124,99,0,0
20736,20736,555,127,0,0
6276,6276,291,268,0,0
36959,36959,59,45,0,0
8638,8638,204,184,0,0
18868,18868,50,38,0,0
25060,25060,234,239,0,0
20557,20557,123,99,0,0
25413,25413,824,81,0,0
7394,7394,234,88,0,0
7895,7895,54,61,0,0
10995,10995,619,95,0,0
17674,17674,138,120,0,0
14029,14029,72,65,0,0
39555,39555,95,83,0,0
9846,9846,106,97,0,0
17449,17449,51,48,0,0
0,0,2771,2735,0,0
10670,10670,82,73,0,0
92705,92705,49,49,0,0
2844,2844,53,45,0,0
12249,12249,331,66,0,0
42152,42152,50,43,0,0
47239,47239,321,133,0,0
35754,35754,1293,789,0,0
3887,3887,80,67,0,0
5965,5965,433,70,0,0
44102,44102,96,90,0,0
3223,3223,165,144,0,0
3126,3126,113,104,0,0
5661,5661,72,71,0,0
57104,57104,326,54,0,0
12144,12144,63,54,0,0
19839,19839,99,86,0,0
21569,21569,97,92,0,0
26084,26084,49,50,0,0
4323,4323,112,99,0,0
20050,20050,53,48,0,0
3308,3308,60,58,0,0
11024,11024,70,60,0,0
8826,8826,100,94,0,0
16282,16282,35,42,0,0
12877,12877,47,29,0,0
3098,3098,69,63,0,0
7361,7361,703,669,0,0
26996,26996,182,136,0,0
7296,7296,195,82,0,0
40200,40200,67,67,0,0
5433,5433,43,40,0,0
2350,2350,111,104,0,0
1950,1950,147,142,0,0
127568,127568,34,36,0,0
23095,23095,64,63,0,0
29467,29467,105,90,0,0
44552,44552,49,42,0,0
42994,42994,320,32,0,0
9721,9721,103,85,0,0
1432,1432,42,32,0,0
4259,4259,212,213,0,0
0,0,2351,2075,0,0
4936,4936,34,24,0,0
22559,22559,91,61,0,0
6624,6624,24,25,0,0
43447,43447,77,75,0,0
11981,11981,141,20,0,0
16424,16424,215,197,0,0
14927,14927,58,107,0,0
18197,18197,69,63,0,0
6901,6901,46,53,0,0
15556,15556,73,46,0,0
15630,15630,42,42,0,0
47247,47247,31,28,0,0
11267,11267,111,147,0,0
6290,6290,46,49,0,0
12503,12503,91,75,0,0
39284,39284,192,76,0,0
17561,17561,87,71,0,0
34917,34917,21,29,0,0
40153,40153,57,64,0,0
12134,12134,29,32,0,0
30536,30536,34,41,0,0
21912,21912,33,33,0,0
2897,2897,57,51,0,0
14885,14885,64,53,0,0
28021,28021,44,36,0,0
47329,47329,30,29,0,0
10748,10748,40,44,0,0
9437,9437,31,31,0,0
55729,55729,37,43,0,0
13773,13773,53,52,0,0
9307,9307,50,50,0,0
11481,11481,154,103,0,0
6507,6507,76,66,0,0
2349,2349,27,26,0,0
10900,10900,50,39,0,0
12462,12462,42,50,0,0
12728,12728,51,40,0,0
3151,3151,45,39,0,0
13262,13262,65,63,0,0
14277,14277,46,42,0,0
14432,14432,69,64,0,0
2393,2393,21,26,0,0
6651,6651,74,69,0,0
13558,13558,33,23,0,0
36719,36719,58,49,0,0
44195,44195,47,42,0,0
10195,10195,63,56,0,0
10641,10641,56,56,0,0
3458,3458,64,49,0,0
5855,5855,81,58,0,0
13815,13815,115,100,0,0
21688,21688,40,46,0,0
5907,5907,258,76,0,0
9245,9245,130,141,0,0
2860,2860,29,29,0,0
4037,4037,181,111,0,0
47102,47102,28,28,0,0
24847,24847,48,43,0,0
44661,44661,42,42,0,0
2627,2627,85,49,0,0
28498,28498,86,82,0,0
29471,29471,103,98,0,0
1676,1676,33,32,0,0
14261,14261,139,61,0,0
7076,7076,39,39,0,0
12584,12584,62,45,0,0
21472,21472,55,61,0,0
15800,15800,125,103,0,0
42158,42158,27,27,0,0
11935,11935,116,68,0,0
23991,23991,32,28,0,0
2918,2918,68,70,0,0
5475,5475,63,56,0,0
17217,17217,138,107,0,0
31089,31089,36,31,0,0
12137,12137,41,40,0,0
12737,12737,42,44,0,0
3273,3273,67,66,0,0
11377,11377,55,54,0,0
6675,6675,187,132,0,0
19776,19776,54,52,0,0
12111,12111,40,34,0,0
21955,21955,49,46,0,0
15693,15693,67,65,0,0
21942,21942,118,80,0,0
10700,10700,57,58,0,0
15817,15817,81,77,0,0
29649,29649,42,43,0,0
14442,14442,110,65,0,0
2977,2977,74,85,0,0
20838,20838,110,110,0,0
12017,12017,41,34,0,0
20227,20227,25,26,0,0
3577,3577,35,22,0,0
2751,2751,46,50,0,0
43268,43268,81,89,0,0
8114,8114,56,37,0,0
14512,14512,18,19,0,0
2628,2628,21,20,0,0
11926,11926,12,14,0,0
11311,11311,24,25,0,0
16809,16809,77,81,0,0
12333,12333,51,51,0,0
25041,25041,12,13,0,0
6669,6669,71,52,0,0
5993,5993,23,32,0,0
27417,27417,59,65,0,0
12376,12376,28,28,0,0
4196,4196,99,40,0,0
31631,31631,54,42,0,0
1739,1739,42,31,0,0
27963,27963,68,48,0,0
6798,6798,25,31,0,0
16623,16623,65,52,0,0
26495,26495,85,82,0,0
11671,11671,23,20,0,0
7146,7146,53,51,0,0
13015,13015,66,56,0,0
7159,7159,23,25,0,0
15888,15888,29,21,0,0
41586,41586,96,80,0,0
3225,3225,23,19,0,0
6969,6969,51,27,0,0
2152,2152,20,19,0,0
8983,8983,53,51,0,0
3777,3777,78,68,0,0
11817,11817,38,36,0,0
18403,18403,53,51,0,0
16258,16258,32,31,0,0
3153,3153,89,74,0,0
26623,26623,40,41,0,0
8646,8646,55,60,0,0
5169,5169,19,24,0,0
34579,34579,27,22,0,0
4729,4729,25,27,0,0
3728,3728,42,56,0,0
7480,7480,80,74,0,0
9430,9430,42,38,0,0
12345,12345,82,76,0,0
49704,49704,21,21,0,0
31414,31414,39,37,0,0
16508,16508,26,29,0,0
2174,2174,80,84,0,0
37157,37157,71,66,0,0
7385,7385,35,37,0,0
55288,55288,51,63,0,0
21178,21178,28,29,0,0
30138,30138,67,57,0,0
15814,15814,29,28,0,0
16364,16364,34,32,0,0
35195,35195,31,30,0,0
6363,6363,59,56,0,0
13243,13243,50,46,0,0
11956,11956,55,56,0,0
12262,12262,57,57,0,0
24709,24709,50,43,0,0
20843,20843,44,34,0,0
6710,6710,35,40,0,0
19470,19470,33,43,0,0
38930,38930,56,59,0,0
10845,10845,44,44,0,0
16977,16977,133,83,0,0
5203,5203,24,24,0,0
36884,36884,29,30,0,0
14216,14216,12,12,0,0
30890,30890,39,45,0,0
13275,13275,46,41,0,0
17267,17267,101,96,0,0
22091,22091,43,37,0,0
12669,12669,36,36,0,0
24410,24410,102,98,0,0
8770,8770,33,33,0,0
4665,4665,39,36,0,0
3748,3748,60,61,0,0
17031,17031,92,83,0,0
14967,14967,42,46,0,0
3028,3028,68,69,0,0
19466,19466,26,25,0,0
48299,48299,35,33,0,0
4243,4243,28,32,0,0
