surely_inc,surely_agg,border_inc,border_agg,surplus_inc,surplus_agg
26574,26574,43,40,0,0
29916,29916,35,40,0,0
24165,24165,64,62,0,0
28050,28050,57,57,0,0
1577,1577,62,63,0,0
16017,16017,65,59,0,0
4306,4306,50,41,0,0
8559,8559,31,36,0,0
28073,28073,51,51,0,0
6902,6902,39,37,0,0
17592,17592,43,42,0,0
13686,13686,75,75,0,0
18948,18948,44,43,0,0
4868,4868,38,36,0,0
22315,22315,30,35,0,0
5197,5197,38,34,0,0
64434,64434,35,16,0,0
3050,3050,67,31,0,0
4258,4258,265,39,0,0
14630,14630,33,35,0,0
4656,4656,57,54,0,0
23555,23555,33,30,0,0
24217,24217,38,41,0,0
16692,16692,16,21,0,0
33018,33018,50,48,0,0
36963,36963,35,20,0,0
34958,34958,74,69,0,0
47128,47128,60,58,0,0
26830,26830,33,32,0,0
3499,3499,24,35,0,0
58832,58832,61,54,0,0
12278,12278,101,82,0,0
58123,58123,51,47,0,0
31838,31838,80,49,0,0
4922,4922,66,52,0,0
104386,104386,62,57,0,0
4172,4172,44,39,0,0
40572,40572,178,65,0,0
1690,1690,82,84,0,0
20495,20495,116,167,0,0
10256,10256,60,65,0,0
6702,6702,55,60,0,0
63481,63481,25,28,0,0
12504,12504,140,72,0,0
43772,43772,390,329,0,0
5960,5960,123,119,0,0
78957,78957,70,71,0,0
17811,17811,99,69,0,0
59863,59863,94,89,0,0
2789,2789,53,51,0,0
3861,3861,74,83,0,0
12655,12655,107,95,0,0
77980,77980,99,76,0,0
11517,11517,94,80,0,0
38447,38447,63,51,0,0
10538,10538,101,60,0,0
7537,7537,130,95,0,0
18378,18378,142,130,0,0
43499,43499,58,52,0,0
38610,38610,68,64,0,0
40365,40365,52,51,0,0
43094,43094,98,80,0,0
20873,20873,300,195,0,0
16804,16804,159,135,0,0
10495,10495,82,78,0,0
93834,93834,180,97,0,0
27942,27942,59,53,0,0
7249,7249,74,78,0,0
13408,13408,203,123,0,0
33929,33929,125,115,0,0
17322,17322,56,54,0,0
52018,52018,55,58,0,0
11739,11739,163,117,0,0
54137,54137,98,93,0,0
40688,40688,100,78,0,0
55009,55009,170,111,0,0
21912,21912,59,41,0,0
18600,18600,69,61,0,0
26121,26121,115,118,0,0
16183,16183,375,121,0,0
27978,27978,98,92,0,0
81261,81261,99,95,0,0
3543,3543,104,89,0,0
6407,6407,101,105,0,0
6385,6385,51,59,0,0
27925,27925,48,58,0,0
9595,9595,148,81,0,0
5138,5138,168,127,0,0
66838,66838,109,95,0,0
7648,7648,82,74,0,0
59135,59135,125,116,0,0
38279,38279,116,104,0,0
35570,35570,133,113,0,0
28256,28256,139,140,0,0
3880,3880,91,100,0,0
3104,3104,106,108,0,0
6758,6758,90,91,0,0
15462,15462,180,129,0,0
62289,62289,60,54,0,0
11380,11380,254,87,0,0
22863,22863,111,106,0,0
11762,11762,141,132,0,0
21011,21011,99,103,0,0
27130,27130,117,105,0,0
21973,21973,39,44,0,0
42236,42236,142,160,0,0
7594,7594,109,99,0,0
14876,14876,108,107,0,0
13539,13539,95,90,0,0
20203,20203,77,77,0,0
7065,7065,75,76,0,0
4192,4192,97,104,0,0
28269,28269,97,107,0,0
18745,18745,129,130,0,0
10561,10561,115,98,0,0
9595,9595,217,126,0,0
57037,57037,717,475,0,0
26171,26171,40,39,0,0
13140,13140,76,85,0,0
62384,62384,754,742,0,0
42453,42453,66,441,0,0
144976,144976,81,73,0,0
55058,55058,100,57,0,0
8017,8017,53,56,0,0
29805,29805,43,32,0,0
17104,17104,94,84,0,0
49159,49159,105,93,0,0
366,366,3651,3484,0,0
124439,124439,71,76,0,0
29624,29624,376,70,0,0
16252,16252,26,23,0,0
13966,13966,913,940,0,0
9728,9728,81,90,0,0
410,410,459,463,0,0
44842,44842,343,442,0,0
139695,139695,85,73,0,0
27285,27285,17,18,0,0
7820,7820,559,479,0,0
17641,17641,898,641,0,0
3851,3851,62,98,0,0
18970,18970,425,117,0,0
17783,17783,70,69,0,0
26440,26440,188,151,0,0
8918,8918,181,90,0,0
6562,6562,187,106,0,0
7905,7905,283,178,0,0
24260,24260,553,114,0,0
28696,28696,930,773,0,0
79263,79263,125,118,0,0
54632,54632,796,756,0,0
42919,42919,109,103,0,0
16376,16376,164,142,0,0
5500,5500,14,18,0,0
25819,25819,196,129,0,0
51617,51617,731,709,0,0
15029,15029,116,116,0,0
18352,18352,775,770,0,0
2436,2436,497,497,0,0
125130,125130,174,165,0,0
83850,83850,73,62,0,0
633,633,1130,1153,0,0
76353,76353,130,106,0,0
47720,47720,98,97,0,0
94537,94537,221,212,0,0
17107,17107,125,110,0,0
38325,38325,112,171,0,0
3141,3141,3620,3096,0,0
26993,26993,150,140,0,0
14334,14334,134,117,0,0
19373,19373,464,379,0,0
25760,25760,57,57,0,0
39582,39582,149,145,0,0
44406,44406,110,96,0,0
9683,9683,188,158,0,0
5928,5928,116,132,0,0
22131,22131,471,410,0,0
10194,10194,143,127,0,0
25418,25418,124,128,0,0
12339,12339,104,92,0,0
70549,70549,157,139,0,0
11731,11731,125,129,0,0
29188,29188,103,100,0,0
14074,14074,281,183,0,0
37574,37574,364,304,0,0
27906,27906,183,151,0,0
8966,8966,209,179,0,0
8218,8218,153,132,0,0
62529,62529,473,205,0,0
31365,31365,195,153,0,0
75363,75363,144,133,0,0
6498,6498,14,13,0,0
5510,5510,513,232,0,0
7651,7651,81,83,0,0
20130,20130,147,175,0,0
6223,6223,107,90,0,0
13509,13509,94,86,0,0
34983,34983,102,107,0,0
30342,30342,368,195,0,0
9831,9831,179,174,0,0
5238,5238,122,87,0,0
2768,2768,845,1157,0,0
6018,6018,158,151,0,0
34425,34425,103,102,0,0
22090,22090,129,118,0,0
9942,9942,198,157,0,0
34683,34683,309,179,0,0
9657,9657,178,154,0,0
22623,22623,279,225,0,0
27618,27618,297,308,0,0
85784,85784,422,343,0,0
33893,33893,180,146,0,0
42000,42000,155,161,0,0
18622,18622,170,159,0,0
0,0,3063,2373,0,0
20741,20741,142,150,0,0
57728,57728,868,883,0,0
1860,1860,143,92,0,0
28265,28265,694,257,0,0
31177,31177,143,155,0,0
18516,18516,895,301,0,0
1232,1232,3245,2993,0,0
16398,16398,91,86,0,0
34325,34325,1681,1527,0,0
56688,56688,205,148,0,0
36198,36198,937,653,0,0
9144,9144,146,133,0,0
34422,34422,272,133,0,0
34846,34846,478,475,0,0
8711,8711,127,120,0,0
2384,2384,119,112,0,0
78375,78375,106,79,0,0
18289,18289,183,127,0,0
21629,21629,138,123,0,0
0,0,550,495,0,0
90540,90540,336,164,0,0
22965,22965,266,134,0,0
9863,9863,136,104,0,0
36170,36170,92,75,0,0
2578,2578,4419,4383,0,0
32089,32089,329,104,0,0
7675,7675,4911,4779,0,0
40579,40579,312,286,0,0
1843,1843,2835,2779,0,0
4071,4071,146,139,0,0
145610,145610,12,12,0,0
42443,42443,324,288,0,0
1578,1578,159,130,0,0
15812,15812,209,166,0,0
26327,26327,476,345,0,0
53755,53755,231,234,0,0
16963,16963,146,106,0,0
52356,52356,116,110,0,0
10413,10413,494,419,0,0
15005,15005,2152,2054,0,0
99595,99595,284,399,0,0
2732,2732,118,128,0,0
24542,24542,381,299,0,0
21992,21992,897,440,0,0
1226,1226,189,148,0,0
81024,81024,316,240,0,0
10617,10617,2412,2178,0,0
27653,27653,258,243,0,0
7891,7891,197,182,0,0
35421,35421,310,309,0,0
3392,3392,6408,6292,0,0
39011,39011,899,181,0,0
36870,36870,182,150,0,0
16071,16071,228,224,0,0
42574,42574,203,206,0,0
10231,10231,4703,3937,0,0
57167,57167,183,181,0,0
65554,65554,199,182,0,0
13456,13456,272,186,0,0
18747,18747,177,177,0,0
0,0,1209,822,0,0
13684,13684,385,289,0,0
15334,15334,359,290,0,0
69452,69452,355,299,0,0
52139,52139,206,353,0,0
11996,11996,417,175,0,0
11673,11673,353,380,0,0
25189,25189,172,149,0,0
25265,25265,694,531,0,0
34495,34495,124,120,0,0
13746,13746,4110,3642,0,0
14235,14235,12178,11736,0,0
22086,22086,804,798,0,0
35765,35765,435,438,0,0
120914,120914,215,198,0,0
24492,24492,7104,6883,0,0
60277,60277,285,240,0,0
50259,50259,295,208,0,0
32007,32007,429,276,0,0
46749,46749,1033,1082,0,0
24251,24251,1139,990,0,0
37347,37347,301,223,0,0
0,0,3514,3395,0,0
52743,52743,227,211,0,0
47940,47940,200,194,0,0
50156,50156,341,370,0,0
664,664,205,203,0,0
149052,149052,266,219,0,0
87417,87417,170,140,0,0
4598,4598,286,278,0,0
34006,34006,386,429,0,0
4272,4272,1804,1540,0,0
38299,38299,266,197,0,0
31213,31213,3051,2353,0,0
7688,7688,183,232,0,0
37513,37513,2144,2131,0,0
48986,48986,146,148,0,0
43273,43273,171,152,0,0
52724,52724,30,26,0,0
10107,10107,184,190,0,0
58308,58308,447,403,0,0
28827,28827,126,156,0,0
43170,43170,149,174,0,0
36299,36299,112,93,0,0
13157,13157,449,461,0,0
9002,9002,134,138,0,0
3031,3031,191,43,0,0
86744,86744,151,132,0,0
24124,24124,99,82,0,0
45858,45858,109,157,0,0
37004,37004,65,58,0,0
54067,54067,65,78,0,0
26046,26046,760,443,0,0
8487,8487,942,898,0,0
14230,14230,105,109,0,0
0,0,4818,4737,0,0
19203,19203,205,200,0,0
35368,35368,987,822,0,0
9129,9129,248,220,0,0
53008,53008,125,108,0,0
26018,26018,3042,2949,0,0
182555,182555,464,916,0,0
19503,19503,181,163,0,0
12154,12154,870,871,0,0
76728,76728,141,103,0,0
77630,77630,125,237,0,0
0,0,993,1010,0,0
67759,67759,182,154,0,0
50618,50618,141,127,0,0
54351,54351,985,844,0,0
3269,3269,194,151,0,0
18081,18081,196,94,0,0
2971,2971,96,106,0,0
41216,41216,75,82,0,0
12749,12749,1041,947,0,0
0,0,4068,3990,0,0
23608,23608,162,147,0,0
55322,55322,308,301,0,0
26408,26408,968,1003,0,0
5568,5568,1776,1605,0,0
38032,38032,212,171,0,0
12795,12795,883,870,0,0
10960,10960,490,304,0,0
0,0,2024,2005,0,0
7256,7256,276,344,0,0
36439,36439,1238,875,0,0
51654,51654,151,143,0,0
25622,25622,240,260,0,0
100204,100204,326,346,0,0
19212,19212,160,116,0,0
0,0,594,518,0,0
24445,24445,3180,3146,0,0
19609,19609,663,641,0,0
0,0,1016,949,0,0
27677,27677,326,182,0,0
26659,26659,443,551,0,0
15627,15627,167,145,0,0
0,0,3175,2600,0,0
132183,132183,289,277,0,0
66669,66669,798,933,0,0
0,0,320,310,0,0
52134,52134,221,194,0,0
154937,154937,292,300,0,0
84273,84273,393,339,0,0
12258,12258,200,204,0,0
20642,20642,442,396,0,0
41785,41785,285,164,0,0
58017,58017,406,157,0,0
21572,21572,396,310,0,0
2534,2534,1238,1171,0,0
33640,33640,636,164,0,0
16834,16834,232,220,0,0
16469,16469,2727,2629,0,0
6093,6093,826,687,0,0
29775,29775,178,168,0,0
40705,40705,161,157,0,0
21289,21289,981,971,0,0
208397,208397,297,305,0,0
15109,15109,186,195,0,0
43496,43496,207,204,0,0
54554,54554,2968,2738,0,0
22595,22595,366,273,0,0
4290,4290,215,197,0,0
45702,45702,228,219,0,0
59819,59819,234,180,0,0
70018,70018,397,374,0,0
61705,61705,331,338,0,0
13923,13923,284,282,0,0
99120,99120,1418,1264,0,0
24369,24369,499,368,0,0
20800,20800,434,410,0,0
8986,8986,1032,648,0,0
9318,9318,247,241,0,0
17843,17843,206,182,0,0
12455,12455,5103,4279,0,0
32957,32957,290,253,0,0
56104,56104,352,333,0,0
0,0,6057,4605,0,0
0,0,4047,4044,0,0
34911,34911,1164,1224,0,0
27708,27708,204,192,0,0
7537,7537,29,34,0,0
13292,13292,25,27,0,0
4384,4384,33,30,0,0
37497,37497,164,118,0,0
29258,29258,36,79,0,0
11281,11281,46,48,0,0
41473,41473,61,61,0,0
2565,2565,53,53,0,0
8248,8248,60,42,0,0
11548,11548,43,43,0,0
10437,10437,3538,3526,0,0
19972,19972,30,29,0,0
6367,6367,40,26,0,0
17832,17832,19,18,0,0
21995,21995,35,46,0,0
1351,1351,47,49,0,0
3596,3596,19,25,0,0
7976,7976,96,93,0,0
15775,15775,84,84,0,0
28671,28671,13,15,0,0
35673,35673,132,83,0,0
21427,21427,31,33,0,0
6188,6188,28,34,0,0
6407,6407,46,44,0,0
16932,16932,58,55,0,0
25119,25119,33,30,0,0
25398,25398,21,28,0,0
4092,4092,19,19,0,0
14551,14551,42,46,0,0
21891,21891,54,45,0,0
37599,37599,61,64,0,0
9313,9313,35,30,0,0
20481,20481,55,58,0,0
7391,7391,146,147,0,0
2835,2835,44,47,0,0
64290,64290,36,37,0,0
5862,5862,58,60,0,0
42526,42526,43,35,0,0
13347,13347,86,76,0,0
26201,26201,53,40,0,0
52141,52141,116,89,0,0
36601,36601,38,36,0,0
2373,2373,61,55,0,0
22258,22258,57,43,0,0
14084,14084,85,79,0,0
54962,54962,39,32,0,0
15897,15897,46,43,0,0
14563,14563,61,53,0,0
18703,18703,79,88,0,0
28951,28951,49,62,0,0
7023,7023,50,53,0,0
22543,22543,31,29,0,0
5788,5788,224,186,0,0
52526,52526,58,55,0,0
23629,23629,50,45,0,0
29799,29799,69,68,0,0
10635,10635,225,76,0,0
6878,6878,66,65,0,0
26815,26815,41,42,0,0
7658,7658,41,43,0,0
10610,10610,78,51,0,0
5884,5884,85,70,0,0
44610,44610,33,39,0,0
42007,42007,64,42,0,0
7523,7523,66,66,0,0
11499,11499,118,102,0,0
2282,2282,64,44,0,0
9242,9242,54,47,0,0
6256,6256,38,41,0,0
22045,22045,47,46,0,0
18733,18733,41,44,0,0
7114,7114,58,57,0,0
53624,53624,67,68,0,0
4917,4917,73,53,0,0
14882,14882,49,55,0,0
4395,4395,160,166,0,0
4633,4633,52,55,0,0
37057,37057,61,50,0,0
5789,5789,88,93,0,0
25604,25604,80,81,0,0
41661,41661,23,21,0,0
25365,25365,40,44,0,0
24922,24922,62,59,0,0
52306,52306,99,104,0,0
15522,15522,63,61,0,0
29143,29143,33,41,0,0
45774,45774,40,42,0,0
19255,19255,44,52,0,0
25918,25918,65,69,0,0
107905,107905,56,59,0,0
51381,51381,59,63,0,0
7852,7852,59,58,0,0
9833,9833,121,99,0,0
29255,29255,44,48,0,0
7899,7899,53,64,0,0
70292,70292,59,58,0,0
7143,7143,80,94,0,0
9334,9334,77,61,0,0
5485,5485,76,77,0,0
56711,56711,100,84,0,0
115614,115614,764,563,0,0
10320,10320,559,393,0,0
1575,1575,1779,1485,0,0
71890,71890,2048,817,0,0
0,0,953,820,0,0
0,0,864,695,0,0
105060,105060,267,214,0,0
92144,92144,419,412,0,0
0,0,2016,1579,0,0
0,0,868,801,0,0
0,0,5818,5490,0,0
79485,79485,1505,725,0,0
0,0,1035,1941,0,0
0,0,650,660,0,0
75028,75028,261,222,0,0
3812,3812,1512,1262,0,0
68521,68521,245,507,0,0
46219,46219,962,903,0,0
85044,85044,1438,1498,0,0
77762,77762,702,549,0,0
22568,22568,2269,2141,0,0
255499,255499,375,327,0,0
38699,38699,1816,1033,0,0
0,0,2744,2715,0,0
365514,365514,380,373,0,0
0,0,1791,1536,0,0
290826,290826,463,359,0,0
0,0,792,728,0,0
126434,126434,632,371,0,0
1777,1777,1145,672,0,0
0,0,927,827,0,0
295899,295899,670,764,0,0
0,0,6978,7279,0,0
13654,13654,333,310,0,0
114983,114983,442,429,0,0
0,0,1517,1254,0,0
0,0,48878,40585,0,0
563697,563697,337,289,0,0
0,0,17239,17610,0,0
282593,282593,849,711,0,0
3346,3346,27027,27751,0,0
54979,54979,434,376,0,0
0,0,1971,1968,0,0
98647,98647,4408,4759,0,0
75185,75185,488,491,0,0
111162,111162,7264,7104,0,0
229904,229904,1048,1035,0,0
0,0,901,893,0,0
37814,37814,1302,1239,0,0
54080,54080,364,316,0,0
0,0,3461,3241,0,0
0,0,4492,4601,0,0
1705,1705,18219,14673,0,0
0,0,6055,3575,0,0
0,0,3756,4382,0,0
339485,339485,376,384,0,0
11170,11170,1185,1353,0,0
18921,18921,11136,10467,0,0
56859,56859,751,332,0,0
764,764,11728,11624,0,0
86227,86227,724,629,0,0
124375,124375,839,769,0,0
0,0,59868,58248,0,0
15795,15795,600,643,0,0
3763,3763,388,355,0,0
41582,41582,664,1530,0,0
402229,402229,254,225,0,0
0,0,26644,24522,0,0
83677,83677,601,566,0,0
0,0,5698,5820,0,0
55199,55199,421,224,0,0
78598,78598,520,465,0,0
29414,29414,660,629,0,0
409137,409137,589,382,0,0
0,0,1251,1690,0,0
0,0,946,906,0,0
0,0,44820,43681,0,0
200586,200586,617,593,0,0
81663,81663,6648,6065,0,0
0,0,582,495,0,0
26589,26589,493,597,0,0
388,388,488,764,0,0
18693,18693,870,703,0,0
13518,13518,504,428,0,0
5567,5567,4712,4097,0,0
0,0,23278,23289,0,0
0,0,10273,10283,0,0
97316,97316,1441,1317,0,0
372303,372303,285,513,0,0
0,0,920,902,0,0
76,76,3509,3357,0,0
70744,70744,1234,1076,0,0
15354,15354,495,370,0,0
90819,90819,2531,2753,0,0
0,0,1493,1136,0,0
39179,39179,1376,3370,0,0
35485,35485,940,1242,0,0
37382,37382,1657,1238,0,0
21488,21488,277,258,0,0
0,0,7772,8315,0,0
0,0,1316,2160,0,0
208768,208768,764,473,0,0
7204,7204,443,407,0,0
5894,5894,2938,2600,0,0
82923,82923,545,444,0,0
0,0,641,598,0,0
170107,170107,392,379,0,0
149814,149814,757,743,0,0
38489,38489,515,437,0,0
6190,6190,1168,1030,0,0
61155,61155,686,490,0,0
116678,116678,350,278,0,0
0,0,4910,4427,0,0
0,0,938,917,0,0
0,0,1302,1264,0,0
56461,56461,472,384,0,0
32130,32130,308,259,0,0
3042,3042,1210,1035,0,0
0,0,1228,972,0,0
6138,6138,3481,3065,0,0
0,0,1667,998,0,0
14672,14672,726,645,0,0
0,0,2919,3065,0,0
173158,173158,405,392,0,0
75555,75555,63,79,0,0
98125,98125,680,508,0,0
72980,72980,665,169,0,0
111924,111924,514,395,0,0
0,0,2337,1939,0,0
0,0,15823,16022,0,0
59731,59731,949,859,0,0
49224,49224,1241,1207,0,0
8048,8048,2120,1582,0,0
51976,51976,530,416,0,0
0,0,1978,2163,0,0
3721,3721,683,1822,0,0
22949,22949,250,224,0,0
0,0,14133,14574,0,0
41153,41153,375,358,0,0
67654,67654,380,332,0,0
888,888,1847,1761,0,0
0,0,648,530,0,0
60205,60205,589,463,0,0
0,0,5023,4403,0,0
171257,171257,654,455,0,0
689,689,16587,20490,0,0
90665,90665,485,519,0,0
46392,46392,742,634,0,0
21620,21620,363,347,0,0
4571,4571,262,345,0,0
161432,161432,688,675,0,0
1989,1989,1721,1819,0,0
85450,85450,792,752,0,0
30278,30278,617,597,0,0
200068,200068,463,429,0,0
52096,52096,416,401,0,0
0,0,1034,831,0,0
60798,60798,252,348,0,0
0,0,19152,19846,0,0
322827,322827,583,521,0,0
0,0,4980,6501,0,0
0,0,2907,2897,0,0
87872,87872,8016,7995,0,0
0,0,3182,2076,0,0
38595,38595,336,324,0,0
0,0,2876,2615,0,0
360482,360482,533,482,0,0
158129,158129,162,147,0,0
139891,139891,360,326,0,0
160486,160486,467,426,0,0
36679,36679,287,275,0,0
43625,43625,365,260,0,0
12440,12440,811,760,0,0
19076,19076,2882,2804,0,0
70051,70051,336,314,0,0
5128,5128,1031,1192,0,0
0,0,13606,13850,0,0
9575,9575,3546,2926,0,0
16818,16818,2235,1482,0,0
6626,6626,912,806,0,0
120256,120256,142,161,0,0
0,0,804,690,0,0
0,0,101925,100282,0,0
124653,124653,712,672,0,0
98040,98040,434,326,0,0
111363,111363,1080,843,0,0
15898,15898,305,280,0,0
62124,62124,1046,649,0,0
107315,107315,550,506,0,0
227890,227890,1389,208,0,0
53396,53396,408,385,0,0
29501,29501,2164,1939,0,0
107500,107500,368,337,0,0
0,0,1558,1495,0,0
216981,216981,311,265,0,0
0,0,2859,2516,0,0
29411,29411,361,358,0,0
93882,93882,471,445,0,0
101237,101237,942,1109,0,0
7991,7991,1687,2040,0,0
262045,262045,440,402,0,0
0,0,2933,2549,0,0
0,0,617,518,0,0
0,0,10483,9891,0,0
32361,32361,5881,3799,0,0
153879,153879,1010,1067,0,0
0,0,5058,4728,0,0
44215,44215,358,305,0,0
346644,346644,851,701,0,0
0,0,1489,1491,0,0
0,0,9059,8921,0,0
0,0,27198,25480,0,0
31191,31191,112,93,0,0
62672,62672,354,342,0,0
274216,274216,2113,2713,0,0
71055,71055,171,151,0,0
7452,7452,609,353,0,0
0,0,24610,25800,0,0
299777,299777,4345,4548,0,0
6185,6185,1074,924,0,0
260404,260404,462,420,0,0
115765,115765,501,474,0,0
244752,244752,403,323,0,0
0,0,9318,9657,0,0
23216,23216,269,232,0,0
6069,6069,762,674,0,0
71943,71943,631,688,0,0
8110,8110,673,543,0,0
279362,279362,423,379,0,0
14185,14185,4295,5111,0,0
0,0,1331,1036,0,0
0,0,781,1152,0,0
0,0,14222,13531,0,0
0,0,4969,5233,0,0
95876,95876,770,683,0,0
112023,112023,228,198,0,0
44951,44951,1382,1045,0,0
316473,316473,517,450,0,0
88984,88984,472,552,0,0
0,0,4297,4952,0,0
0,0,350,309,0,0
8582,8582,497,472,0,0
2886,2886,1006,1151,0,0
7350,7350,704,679,0,0
113,113,1063,875,0,0
303265,303265,614,834,0,0
0,0,1624,1477,0,0
29678,29678,1243,1213,0,0
3731,3731,651,627,0,0
0,0,605,599,0,0
113766,113766,887,598,0,0
4492,4492,1283,2398,0,0
0,0,22386,21891,0,0
80536,80536,335,322,0,0
0,0,2456,2118,0,0
0,0,1431,1476,0,0
0,0,6623,7854,0,0
0,0,4007,3245,0,0
0,0,2465,1727,0,0
0,0,6035,6635,0,0
0,0,49907,50412,0,0
0,0,1633,2081,0,0
0,0,2631,3029,0,0
54813,54813,8864,8690,0,0
14315,14315,663,688,0,0
0,0,4587,4394,0,0
0,0,4854,4097,0,0
275615,275615,448,429,0,0
0,0,2852,2593,0,0
0,0,6405,7476,0,0
0,0,28591,27790,0,0
0,0,5005,3820,0,0
0,0,5344,5244,0,0
0,0,3926,4040,0,0
7633,7633,258,223,0,0
53693,53693,321,210,0,0
56549,56549,523,507,0,0
34455,34455,1022,881,0,0
14790,14790,362,344,0,0
104383,104383,572,534,0,0
76384,76384,2078,2126,0,0
158712,158712,1251,1568,0,0
0,0,812,1117,0,0
241449,241449,369,442,0,0
122882,122882,331,294,0,0
4931,4931,1217,1070,0,0
32848,32848,356,333,0,0
0,0,1863,1400,0,0
0,0,21103,20324,0,0
46522,46522,864,704,0,0
0,0,4348,3366,0,0
0,0,2106,1252,0,0
112981,112981,14632,13051,0,0
40438,40438,502,441,0,0
114528,114528,481,393,0,0
0,0,1181,1380,0,0
0,0,1030,1512,0,0
0,0,5204,8225,0,0
0,0,9347,9811,0,0
1626,1626,55546,57107,0,0
0,0,7993,7910,0,0
0,0,4295,3609,0,0
0,0,479,440,0,0
0,0,2593,1996,0,0
0,0,1850,1798,0,0
104252,104252,406,411,0,0
0,0,8407,7416,0,0
3096,3096,530,351,0,0
0,0,1848,1718,0,0
36904,36904,2283,1661,0,0
0,0,1753,1301,0,0
7105,7105,295,266,0,0
0,0,711,1126,0,0
0,0,26478,26480,0,0
94229,94229,7922,7802,0,0
0,0,2921,2639,0,0
20258,20258,839,766,0,0
0,0,7972,7130,0,0
0,0,456,431,0,0
0,0,597,556,0,0
0,0,43367,40117,0,0
23265,23265,14279,12968,0,0
46717,46717,620,590,0,0
0,0,30319,27326,0,0
24178,24178,2182,1193,0,0
0,0,52514,40751,0,0
2942,2942,2704,1983,0,0
0,0,814,963,0,0
0,0,3152,4486,0,0
0,0,21925,19772,0,0
18630,18630,389,376,0,0
32337,32337,355,815,0,0
0,0,713,717,0,0
80924,80924,385,313,0,0
0,0,1000,937,0,0
83218,83218,1071,1017,0,0
0,0,1705,1740,0,0
0,0,580,527,0,0
80285,80285,5350,6691,0,0
0,0,68585,67771,0,0
0,0,1500,1584,0,0
0,0,1891,2475,0,0
49878,49878,1498,1036,0,0
0,0,1608,1489,0,0
79948,79948,7745,7224,0,0
76164,76164,309,293,0,0
155538,155538,654,690,0,0
15955,15955,499,446,0,0
10617,10617,813,1253,0,0
0,0,10818,10471,0,0
0,0,2711,2703,0,0
22857,22857,1135,1334,0,0
0,0,13999,13637,0,0
22227,22227,375,295,0,0
0,0,2077,2027,0,0
0,0,1465,1539,0,0
0,0,13560,12267,0,0
74827,74827,23567,23387,0,0
0,0,52363,52252,0,0
0,0,664,582,0,0
11989,11989,25928,19965,0,0
0,0,5235,4260,0,0
7795,7795,781,804,0,0
0,0,1347,2194,0,0
0,0,2015,2451,0,0
164941,164941,1767,3283,0,0
39037,39037,728,877,0,0
0,0,848,962,0,0
0,0,1705,1578,0,0
0,0,2906,2950,0,0
76114,76114,862,900,0,0
57522,57522,1408,1066,0,0
65024,65024,414,257,0,0
17809,17809,587,978,0,0
830,830,565,520,0,0
71915,71915,255,234,0,0
0,0,3106,2887,0,0
44778,44778,2153,1121,0,0
161449,161449,255,253,0,0
0,0,33875,28281,0,0
0,0,37767,38393,0,0
0,0,750,1001,0,0
23390,23390,1168,1260,0,0
0,0,1944,2210,0,0
0,0,49382,49024,0,0
0,0,803,755,0,0
83922,83922,504,850,0,0
0,0,8444,7955,0,0
0,0,803,686,0,0
5838,5838,4194,2440,0,0
0,0,12370,11690,0,0
0,0,54913,51324,0,0
46428,46428,526,481,0,0
145925,145925,464,417,0,0
82455,82455,1153,1129,0,0
0,0,1850,1515,0,0
0,0,1007,975,0,0
0,0,2307,2443,0,0
961,961,7598,7722,0,0
0,0,8702,8777,0,0
0,0,566,500,0,0
9514,9514,316,315,0,0
152207,152207,386,464,0,0
0,0,3016,2525,0,0
0,0,27499,25015,0,0
6355,6355,581,458,0,0
58728,58728,970,893,0,0
24879,24879,958,722,0,0
0,0,516,586,0,0
45731,45731,518,304,0,0
34528,34528,493,582,0,0
127492,127492,141,125,0,0
0,0,105597,104378,0,0
15644,15644,714,722,0,0
9902,9902,398,330,0,0
0,0,49707,49393,0,0
0,0,60928,60188,0,0
34737,34737,308,281,0,0
0,0,1036,1091,0,0
0,0,793,638,0,0
155305,155305,7245,6950,0,0
47043,47043,531,489,0,0
103346,103346,133,113,0,0
0,0,4342,5142,0,0
0,0,14698,16733,0,0
10894,10894,362,347,0,0
8266,8266,384,352,0,0
10529,10529,1473,1479,0,0
50846,50846,1774,1388,0,0
28413,28413,1171,601,0,0
0,0,1269,896,0,0
44418,44418,6382,5570,0,0
68151,68151,1086,1079,0,0
162466,162466,1008,548,0,0
36038,36038,442,412,0,0
1555,1555,324,286,0,0
31394,31394,4424,1977,0,0
0,0,741,944,0,0
55208,55208,355,330,0,0
31669,31669,309,275,0,0
88032,88032,330,320,0,0
33679,33679,2207,771,0,0
0,0,732,699,0,0
142305,142305,389,358,0,0
54616,54616,329,320,0,0
70921,70921,1226,1621,0,0
22815,22815,2800,2746,0,0
0,0,1488,1415,0,0
122184,122184,676,636,0,0
4014,4014,842,822,0,0
0,0,3946,4077,0,0
15720,15720,330,306,0,0
0,0,902,1658,0,0
0,0,861,909,0,0
0,0,929,473,0,0
0,0,4217,4318,0,0
139911,139911,13176,13094,0,0
71337,71337,1348,2011,0,0
0,0,1162,810,0,0
0,0,17103,16804,0,0
35264,35264,975,877,0,0
0,0,2742,1733,0,0
70519,70519,546,578,0,0
0,0,2089,1534,0,0
31377,31377,521,473,0,0
107384,107384,713,741,0,0
135756,135756,944,906,0,0
0,0,685,651,0,0
72731,72731,519,456,0,0
0,0,6713,8275,0,0
49171,49171,972,707,0,0
0,0,4691,6752,0,0
0,0,1420,712,0,0
