index,domain,name,rows,cols,k,dist_start_goals,nrm_dist_start_goals,dist_between_goals,dijkstra_explored,dijkstra_elapsed,incremental_explored,incremental_elapsed,aggregative_explored,aggregative_elapsed
,Mazes,maze512-32-9,511,511,20,129.8,12.73,12.88,53881,2,27853,1,27828,3
,Mazes,maze512-32-9,511,511,20,133.05,13.04,15.65,61950,3,41133,2,41107,4
,Mazes,maze512-32-9,511,511,40,129.55,12.7,12.74,53881,2,27889,2,27867,4
,Mazes,maze512-32-9,511,511,40,133,13.04,14.24,61950,3,41188,2,41149,6
,Mazes,maze512-32-9,511,511,60,128.03,12.55,12.59,53881,2,27912,2,27910,6
,Mazes,maze512-32-9,511,511,60,133.68,13.11,14.27,61950,3,41221,3,41195,8
,Mazes,maze512-32-9,511,511,80,127.7,12.52,12.68,53881,2,27932,2,27923,7
,Mazes,maze512-32-9,511,511,80,133.91,13.13,13.95,61950,3,41237,3,41219,10
,Mazes,maze512-32-9,511,511,100,127.97,12.55,12.95,53881,3,27951,2,27936,9
,Mazes,maze512-32-9,511,511,100,134.26,13.16,14.11,61950,3,41259,3,41256,13
,Mazes,maze512-32-9,511,511,20,297.45,29.16,10.44,111922,6,97725,6,97727,11
,Mazes,maze512-32-9,511,511,20,302.4,29.65,15.63,139695,8,115041,7,115030,13
,Mazes,maze512-32-9,511,511,40,299.98,29.41,10.19,111928,6,97760,6,97761,15
,Mazes,maze512-32-9,511,511,40,302.43,29.65,15.62,139695,8,115075,8,115081,18
,Mazes,maze512-32-9,511,511,60,299.65,29.38,11.01,111928,6,97771,8,97779,20
,Mazes,maze512-32-9,511,511,60,302.85,29.69,15.22,139695,8,115087,8,115110,23
,Mazes,maze512-32-9,511,511,80,299.62,29.38,11.43,111928,6,97789,6,97804,24
,Mazes,maze512-32-9,511,511,80,302.23,29.63,15.04,139695,8,115106,8,115128,29
,Mazes,maze512-32-9,511,511,100,299.61,29.37,11.63,111928,6,97797,7,97816,29
,Mazes,maze512-32-9,511,511,100,302.07,29.61,14.74,139695,8,115117,8,115138,34
,Mazes,maze512-4-6,511,511,20,252.65,24.77,11.46,112914,5,101541,5,101539,10
,Mazes,maze512-4-6,511,511,20,250.95,24.6,8.92,182570,10,181673,10,181680,18
,Mazes,maze512-4-6,511,511,40,253.18,24.82,11.73,113057,5,101553,5,101556,14
,Mazes,maze512-4-6,511,511,40,250.95,24.6,9.61,182581,10,181686,10,181698,26
,Mazes,maze512-4-6,511,511,60,253.13,24.82,11.34,113057,5,101558,5,101561,19
,Mazes,maze512-4-6,511,511,60,251.52,24.66,9.9,182581,10,181694,10,181710,34
,Mazes,maze512-4-6,511,511,80,253.53,24.86,11.94,113061,5,101576,5,101578,25
,Mazes,maze512-4-6,511,511,80,250.95,24.6,9.97,182581,12,181701,10,181721,42
,Mazes,maze512-4-6,511,511,100,253.69,24.87,11.97,113061,5,101577,5,101585,28
,Mazes,maze512-4-6,511,511,100,250.91,24.6,9.65,182581,10,181705,10,181731,49
,Mazes,maze512-4-6,511,511,20,453.2,44.43,7.18,84750,4,58986,3,59008,6
,Mazes,maze512-4-6,511,511,20,458.5,44.95,11.56,108932,6,84041,5,84051,8
,Mazes,maze512-4-6,511,511,40,452.9,44.4,7.94,84896,4,59413,3,59427,8
,Mazes,maze512-4-6,511,511,40,458.25,44.93,10.47,108932,5,84053,5,84076,12
,Mazes,maze512-4-6,511,511,60,452.75,44.39,7.64,85043,4,59604,3,59627,11
,Mazes,maze512-4-6,511,511,60,457.88,44.89,10.68,109185,6,84428,5,84453,16
,Mazes,maze512-4-6,511,511,80,452.82,44.39,7.71,85043,4,59683,5,59711,14
,Mazes,maze512-4-6,511,511,80,458.02,44.9,10.61,109185,6,84433,5,84459,20
,Mazes,maze512-4-6,511,511,100,452.63,44.38,7.72,85043,4,59685,3,59719,17
,Mazes,maze512-4-6,511,511,100,457.73,44.88,11.13,109185,5,84637,5,84669,23
,Mazes,maze512-4-6,511,511,20,379.3,37.19,12.54,156368,7,142521,8,142531,14
,Mazes,maze512-4-6,511,511,20,389.4,38.18,9.27,129017,6,111209,6,111221,11
,Mazes,maze512-4-6,511,511,40,379.52,37.21,11.2,156368,8,142530,8,142540,20
,Mazes,maze512-4-6,511,511,40,388.95,38.13,10.07,129017,6,111240,6,111253,16
,Mazes,maze512-4-6,511,511,60,378.92,37.15,10.51,156368,8,142569,7,142582,26
,Mazes,maze512-4-6,511,511,60,388.67,38.1,10.42,129017,6,111247,6,111268,21
,Mazes,maze512-4-6,511,511,80,379.15,37.17,10.59,156368,8,142612,8,142627,33
,Mazes,maze512-4-6,511,511,80,388.07,38.05,10.21,129017,6,111344,6,111361,26
,Mazes,maze512-4-6,511,511,100,379.12,37.17,10.63,156369,8,142630,8,142652,39
,Mazes,maze512-4-6,511,511,100,387.92,38.03,10.07,129017,6,111346,6,111366,30
,Mazes,maze512-4-6,511,511,20,650.8,63.8,9.89,132119,6,110404,6,110409,11
,Mazes,maze512-4-6,511,511,20,661.55,64.86,9.87,150063,8,112415,6,112417,13
,Mazes,maze512-4-6,511,511,40,651.45,63.87,10,132119,7,110444,6,110456,16
,Mazes,maze512-4-6,511,511,40,659.88,64.69,10.5,150165,8,112582,6,112588,16
,Mazes,maze512-4-6,511,511,60,651.02,63.83,9.88,132119,9,110455,6,110464,21
,Mazes,maze512-4-6,511,511,60,658.85,64.59,10.68,150165,8,112772,6,112783,21
,Mazes,maze512-4-6,511,511,80,651.3,63.85,10.12,132119,7,110459,6,110470,26
,Mazes,maze512-4-6,511,511,80,658.04,64.51,10.29,150168,8,112777,6,112788,26
,Mazes,maze512-4-6,511,511,100,651.23,63.85,10.04,132119,7,110464,6,110480,30
,Mazes,maze512-4-6,511,511,100,657.51,64.46,10.24,150168,8,112785,6,112802,32
,Mazes,maze512-4-6,511,511,20,666.2,65.31,8.59,151123,7,126681,9,126687,13
,Mazes,maze512-4-6,511,511,20,667,65.39,9.01,145735,7,144265,8,144269,15
,Mazes,maze512-4-6,511,511,40,665.8,65.27,8.02,151127,7,126707,7,126718,19
,Mazes,maze512-4-6,511,511,40,666.58,65.35,10.07,145735,7,144287,8,144285,21
,Mazes,maze512-4-6,511,511,60,666.05,65.3,8.17,151127,7,126717,7,126728,24
,Mazes,maze512-4-6,511,511,60,666.48,65.34,9.58,145735,7,144290,8,144293,28
,Mazes,maze512-4-6,511,511,80,666.48,65.34,8.14,151127,7,126720,7,126735,29
,Mazes,maze512-4-6,511,511,80,666.84,65.38,9.76,145737,7,144302,8,144312,33
,Mazes,maze512-4-6,511,511,100,666.35,65.33,8.34,151127,8,126724,7,126741,35
,Mazes,maze512-4-6,511,511,100,666.86,65.38,9.62,145737,8,144304,8,144316,40
,Mazes,maze512-4-6,511,511,20,287.65,28.2,10.66,39996,1,35799,1,35803,3
,Mazes,maze512-4-6,511,511,20,305.85,29.99,10.55,137216,7,101799,5,101787,10
,Mazes,maze512-4-6,511,511,40,286.18,28.06,11.33,39997,1,35820,2,35828,5
,Mazes,maze512-4-6,511,511,40,305.43,29.94,10.92,137216,7,101808,6,101804,15
,Mazes,maze512-4-6,511,511,60,285.92,28.03,10.91,39997,1,35821,1,35828,6
,Mazes,maze512-4-6,511,511,60,304.42,29.84,9.83,137216,7,101810,6,101810,21
,Mazes,maze512-4-6,511,511,80,285.23,27.96,11.12,39997,1,35840,2,35848,8
,Mazes,maze512-4-6,511,511,80,304.62,29.87,9.75,137216,7,101818,6,101828,24
,Mazes,maze512-4-6,511,511,100,285.83,28.02,10.83,39997,1,35842,2,35854,9
,Mazes,maze512-4-6,511,511,100,304.82,29.88,10,137216,7,101819,6,101836,28
,Mazes,maze512-4-6,511,511,20,216.35,21.21,10.88,147099,7,137786,7,137786,13
,Mazes,maze512-4-6,511,511,20,230.4,22.59,10.33,125113,8,104812,6,104809,10
,Mazes,maze512-4-6,511,511,40,216.43,21.22,11.55,147260,7,137815,7,137819,19
,Mazes,maze512-4-6,511,511,40,231.45,22.69,10.03,125113,6,104853,6,104860,15
,Mazes,maze512-4-6,511,511,60,216.4,21.22,11.13,147261,7,137828,8,137830,25
,Mazes,maze512-4-6,511,511,60,231.85,22.73,9.79,125113,6,104864,6,104867,20
,Mazes,maze512-4-6,511,511,80,215.91,21.17,11.26,147261,7,137852,9,137871,31
,Mazes,maze512-4-6,511,511,80,232.22,22.77,9.98,125113,6,104870,6,104882,24
,Mazes,maze512-4-6,511,511,100,215.57,21.13,11.26,147261,7,137860,8,137884,38
,Mazes,maze512-4-6,511,511,100,232.45,22.79,9.74,125113,6,104872,6,104889,29
,Mazes,maze512-4-6,511,511,20,264.3,25.91,9.77,34101,1,27302,1,27303,2
,Mazes,maze512-4-6,511,511,20,260.55,25.54,9.31,46519,2,30910,1,30920,3
,Mazes,maze512-4-6,511,511,40,263.77,25.86,9.4,34101,1,27311,1,27318,3
,Mazes,maze512-4-6,511,511,40,260.1,25.5,8.99,46519,2,30939,1,30951,4
,Mazes,maze512-4-6,511,511,60,263.5,25.83,9.02,34101,1,27315,1,27327,5
,Mazes,maze512-4-6,511,511,60,259.2,25.41,8.9,46519,2,30942,1,30956,6
,Mazes,maze512-4-6,511,511,80,263.81,25.86,8.61,34101,1,27318,1,27333,6
,Mazes,maze512-4-6,511,511,80,258.96,25.39,8.6,46522,2,30960,1,30971,7
,Mazes,maze512-4-6,511,511,100,263.81,25.86,8.65,34136,1,27322,1,27339,7
,Mazes,maze512-4-6,511,511,100,259.13,25.4,8.42,46623,2,30962,2,30978,8
,Mazes,maze512-4-6,511,511,20,118.45,11.61,10.22,12764,0,7000,0,7013,0
,Mazes,maze512-4-6,511,511,20,109.95,10.78,10.27,4355,0,2610,0,2599,0
,Mazes,maze512-4-6,511,511,40,117.7,11.54,9.6,12764,0,7032,0,7042,1
,Mazes,maze512-4-6,511,511,40,111.17,10.9,10.53,4424,0,2623,0,2631,0
,Mazes,maze512-4-6,511,511,60,117.43,11.51,9.82,12764,0,7262,0,7275,1
,Mazes,maze512-4-6,511,511,60,111.1,10.89,10.99,4424,0,2640,0,2655,0
,Mazes,maze512-4-6,511,511,80,117.01,11.47,9.99,12764,0,7352,0,7373,1
,Mazes,maze512-4-6,511,511,80,111.7,10.95,10.71,4426,0,2649,0,2673,0
,Mazes,maze512-4-6,511,511,100,117.54,11.52,10.42,12764,0,7353,0,7380,2
,Mazes,maze512-4-6,511,511,100,111.44,10.93,11.17,4427,0,2659,0,2687,1
,Mazes,maze512-8-3,511,511,20,389.95,38.23,10.19,83830,4,40695,2,40704,4
,Mazes,maze512-8-3,511,511,20,377.1,36.97,13.67,152516,8,81138,5,81147,8
,Mazes,maze512-8-3,511,511,40,390.85,38.32,9.79,83830,4,41226,2,41233,6
,Mazes,maze512-8-3,511,511,40,377.4,37,13.01,152523,9,81153,5,81161,12
,Mazes,maze512-8-3,511,511,60,390.37,38.27,9.93,83830,4,41234,2,41241,8
,Mazes,maze512-8-3,511,511,60,378.23,37.08,12.59,152523,8,81272,5,81282,16
,Mazes,maze512-8-3,511,511,80,390.24,38.26,10.19,83830,4,41241,2,41248,10
,Mazes,maze512-8-3,511,511,80,377.36,37,12.97,152524,8,81301,5,81309,20
,Mazes,maze512-8-3,511,511,100,389.72,38.21,9.92,83830,4,41244,2,41260,12
,Mazes,maze512-8-3,511,511,100,377.82,37.04,13.04,152524,8,81308,5,81322,24
,Mazes,maze512-8-3,511,511,20,209.15,20.5,13.75,31667,1,19584,1,19599,1
,Mazes,maze512-8-3,511,511,20,219.25,21.5,10.36,76828,4,45971,2,45975,4
,Mazes,maze512-8-3,511,511,40,209.35,20.52,11.67,31667,1,19622,1,19646,2
,Mazes,maze512-8-3,511,511,40,220.55,21.62,11.24,76828,4,45992,2,45999,6
,Mazes,maze512-8-3,511,511,60,208.3,20.42,12.15,31667,1,19829,1,19852,4
,Mazes,maze512-8-3,511,511,60,221.62,21.73,11.72,76828,4,45999,3,46009,9
,Mazes,maze512-8-3,511,511,80,207.93,20.38,12.18,31667,1,19839,1,19865,6
,Mazes,maze512-8-3,511,511,80,221.3,21.7,11.72,76848,4,46093,3,46106,11
,Mazes,maze512-8-3,511,511,100,208.09,20.4,12.57,31679,1,19852,1,19883,6
,Mazes,maze512-8-3,511,511,100,221.76,21.74,11.48,76848,4,46095,3,46111,13
,Mazes,maze512-8-3,511,511,20,428.5,42.01,12.86,119685,6,70143,4,70158,7
,Mazes,maze512-8-3,511,511,20,422.05,41.38,11.44,101682,5,69095,4,69094,7
,Mazes,maze512-8-3,511,511,40,429.27,42.09,13.3,119787,8,70474,4,70490,10
,Mazes,maze512-8-3,511,511,40,422.25,41.4,11,101864,5,69560,4,69554,10
,Mazes,maze512-8-3,511,511,60,429.2,42.08,13.19,119791,6,70482,4,70502,13
,Mazes,maze512-8-3,511,511,60,422.83,41.45,11.39,102026,5,69573,4,69581,14
,Mazes,maze512-8-3,511,511,80,429.98,42.15,13.15,119791,6,70493,4,70513,17
,Mazes,maze512-8-3,511,511,80,422.31,41.4,12.01,102175,5,69592,4,69605,17
,Mazes,maze512-8-3,511,511,100,429.85,42.14,13.1,119791,6,70499,4,70524,20
,Mazes,maze512-8-3,511,511,100,422.82,41.45,11.91,102175,5,69598,4,69620,21
,Mazes,maze512-8-3,511,511,20,407.75,39.98,11.91,110213,6,76035,4,76075,8
,Mazes,maze512-8-3,511,511,20,419.75,41.15,10.05,123252,7,70420,4,70428,7
,Mazes,maze512-8-3,511,511,40,409.18,40.12,12,110213,6,76049,5,76089,11
,Mazes,maze512-8-3,511,511,40,418.98,41.08,9.71,123454,7,70790,6,70802,10
,Mazes,maze512-8-3,511,511,60,408.05,40,11.78,110213,6,76065,5,76111,15
,Mazes,maze512-8-3,511,511,60,418.47,41.03,10.29,123869,7,70890,4,70905,14
,Mazes,maze512-8-3,511,511,80,408.27,40.03,11.69,110213,6,76093,4,76186,18
,Mazes,maze512-8-3,511,511,80,419.14,41.09,10.42,123869,7,70947,4,70964,17
,Mazes,maze512-8-3,511,511,100,408.06,40.01,11.96,110268,6,76216,5,76342,22
,Mazes,maze512-8-3,511,511,100,418.89,41.07,10.22,123869,7,70951,4,70974,20
,Mazes,maze512-8-3,511,511,20,418.7,41.05,10.83,53555,2,53231,3,53247,5
,Mazes,maze512-8-3,511,511,20,411.05,40.3,10.96,220124,12,171273,10,171231,18
,Mazes,maze512-8-3,511,511,40,418.27,41.01,11.43,53597,2,53301,3,53316,7
,Mazes,maze512-8-3,511,511,40,411.1,40.3,10.42,220124,12,171517,11,171486,25
,Mazes,maze512-8-3,511,511,60,419.2,41.1,12.01,53630,2,53308,3,53337,9
,Mazes,maze512-8-3,511,511,60,411.6,40.35,11.3,220257,12,171740,10,171737,33
,Mazes,maze512-8-3,511,511,80,419.81,41.16,12.09,53630,2,53312,3,53343,12
,Mazes,maze512-8-3,511,511,80,412.64,40.45,11.74,220257,12,171756,10,171753,41
,Mazes,maze512-8-3,511,511,100,419.66,41.14,11.78,53630,2,53339,3,53371,16
,Mazes,maze512-8-3,511,511,100,413.08,40.5,11.71,220257,12,171761,11,171798,48
,Mazes,maze512-8-3,511,511,20,166.45,16.32,12.17,138686,9,91524,5,91538,9
,Mazes,maze512-8-3,511,511,20,157.3,15.42,11.65,148088,8,113998,7,113999,11
,Mazes,maze512-8-3,511,511,40,165.07,16.18,11.79,138686,7,91782,5,91797,13
,Mazes,maze512-8-3,511,511,40,156.65,15.36,12.84,148876,8,114926,7,114936,17
,Mazes,maze512-8-3,511,511,60,165,16.18,11.64,138780,7,91936,5,91955,17
,Mazes,maze512-8-3,511,511,60,158.13,15.5,12.91,148876,8,114936,7,114957,22
,Mazes,maze512-8-3,511,511,80,165.4,16.22,11.51,138780,8,91948,5,91970,21
,Mazes,maze512-8-3,511,511,80,158.38,15.53,12.72,148876,8,115052,7,115076,27
,Mazes,maze512-8-3,511,511,100,166.57,16.33,11.93,138780,7,91958,7,91983,26
,Mazes,maze512-8-3,511,511,100,158.46,15.54,12.68,149174,8,115330,7,115360,32
,Mazes,maze512-8-3,511,511,20,402,39.41,14.04,186692,10,175758,11,175756,18
,Mazes,maze512-8-3,511,511,20,407.05,39.91,11.57,133058,7,109983,6,109968,11
,Mazes,maze512-8-3,511,511,40,401.93,39.4,13.55,186728,10,175916,11,175919,26
,Mazes,maze512-8-3,511,511,40,407.3,39.93,11.1,133058,7,110149,6,110137,16
,Mazes,maze512-8-3,511,511,60,402.57,39.47,13.17,186728,10,176108,11,176123,34
,Mazes,maze512-8-3,511,511,60,407.5,39.95,10.58,133058,7,110166,7,110166,21
,Mazes,maze512-8-3,511,511,80,402.27,39.44,13.09,186749,10,176186,11,176204,42
,Mazes,maze512-8-3,511,511,80,407.55,39.96,10.1,133058,7,110265,7,110274,26
,Mazes,maze512-8-3,511,511,100,402.43,39.45,12.93,186749,10,176190,11,176219,50
,Mazes,maze512-8-3,511,511,100,407.49,39.95,10.76,133645,7,110855,7,110869,33
,Mazes,maze512-8-3,511,511,20,500.8,49.1,8.11,191058,10,186687,11,186694,20
,Mazes,maze512-8-3,511,511,20,501.95,49.21,13.46,185386,10,151692,9,151689,16
,Mazes,maze512-8-3,511,511,40,501.65,49.18,10.43,191158,12,187175,12,187180,28
,Mazes,maze512-8-3,511,511,40,504.73,49.48,14.08,185511,10,151770,10,151766,23
,Mazes,maze512-8-3,511,511,60,500.38,49.06,11.65,191158,10,187192,12,187211,36
,Mazes,maze512-8-3,511,511,60,503.05,49.32,13.42,185511,9,151906,11,151906,30
,Mazes,maze512-8-3,511,511,80,500.48,49.07,11.47,191158,10,187205,12,187224,44
,Mazes,maze512-8-3,511,511,80,503.44,49.36,13.37,185511,10,151919,9,151941,36
,Mazes,maze512-8-3,511,511,100,500.37,49.06,11.43,191158,10,187212,11,187238,51
,Mazes,maze512-8-3,511,511,100,504.1,49.42,13,185511,10,151928,9,151954,44
,Mazes,maze512-8-3,511,511,20,161.95,15.88,7.74,43896,2,30718,1,30706,3
,Mazes,maze512-8-3,511,511,20,165.6,16.24,7.44,42968,2,32994,1,32986,3
,Mazes,maze512-8-3,511,511,40,159.95,15.68,9.14,44123,2,30921,1,30917,4
,Mazes,maze512-8-3,511,511,40,164.32,16.11,7.46,43064,2,33043,1,33041,4
,Mazes,maze512-8-3,511,511,60,159.03,15.59,8.95,44123,2,30928,1,30935,5
,Mazes,maze512-8-3,511,511,60,165.42,16.22,7.59,43064,2,33050,2,33063,6
,Mazes,maze512-8-3,511,511,80,159.43,15.63,9.17,44123,2,30947,1,30948,7
,Mazes,maze512-8-3,511,511,80,165.07,16.18,7.45,43064,2,33052,1,33081,7
,Mazes,maze512-8-3,511,511,100,159.35,15.62,9.08,44123,2,30952,1,30957,8
,Mazes,maze512-8-3,511,511,100,165.12,16.19,7.32,43064,2,33056,2,33090,9
,Random,random512-10-0,512,512,20,179.9,17.6,14.93,63415,4,7134,0,7136,0
,Random,random512-10-0,512,512,20,165.05,16.15,13.36,38020,2,1041,0,486,0
,Random,random512-10-0,512,512,40,180.45,17.66,14.11,63415,4,7148,0,7160,1
,Random,random512-10-0,512,512,40,166.53,16.29,13.88,38025,2,1096,0,609,0
,Random,random512-10-0,512,512,60,181.93,17.8,13.69,63415,3,7162,0,7179,1
,Random,random512-10-0,512,512,60,166.92,16.33,14.13,38025,2,1120,0,639,0
,Random,random512-10-0,512,512,80,182.22,17.83,13.85,63415,3,7170,0,7188,2
,Random,random512-10-0,512,512,80,166.65,16.31,13.52,38025,2,1453,0,942,1
,Random,random512-10-0,512,512,100,181.97,17.81,13.87,63415,4,7175,0,7202,3
,Random,random512-10-0,512,512,100,166.85,16.33,13.82,38025,2,1464,0,960,1
,Random,random512-10-0,512,512,20,467.4,45.73,14.03,228123,15,6760,0,4058,1
,Random,random512-10-0,512,512,20,475.35,46.51,13.16,139613,8,47697,4,47704,5
,Random,random512-10-0,512,512,40,465.77,45.57,14.82,228288,15,40133,4,38686,8
,Random,random512-10-0,512,512,40,474.38,46.42,13.4,140623,9,47710,4,47722,6
,Random,random512-10-0,512,512,60,464.75,45.47,15.29,228288,15,40155,4,38702,12
,Random,random512-10-0,512,512,60,474.03,46.38,13.91,140625,11,47723,4,47732,12
,Random,random512-10-0,512,512,80,464.2,45.42,14.88,228291,15,43091,5,43098,14
,Random,random512-10-0,512,512,80,473.85,46.36,14.24,140625,9,47731,4,47741,14
,Random,random512-10-0,512,512,100,463.89,45.39,14.61,228291,15,43092,5,43103,17
,Random,random512-10-0,512,512,100,473.56,46.34,14.2,140625,9,47738,4,47751,18
,Random,random512-10-0,512,512,20,337.1,32.98,12.12,185727,12,5693,0,5682,0
,Random,random512-10-0,512,512,20,339.8,33.25,12.12,98874,6,9726,1,7888,1
,Random,random512-10-0,512,512,40,336.62,32.94,11.92,185727,12,5767,0,5779,1
,Random,random512-10-0,512,512,40,341.52,33.42,13.33,99796,6,9761,1,8133,2
,Random,random512-10-0,512,512,60,335.97,32.87,12.51,186867,13,6053,1,6050,2
,Random,random512-10-0,512,512,60,341.53,33.42,13.49,99796,6,12018,1,12033,3
,Random,random512-10-0,512,512,80,336.04,32.88,12.41,186867,12,6816,1,6832,3
,Random,random512-10-0,512,512,80,340.19,33.29,13.38,99796,6,12019,1,12034,4
,Random,random512-10-0,512,512,100,335.87,32.86,12.23,186867,12,6832,1,6853,4
,Random,random512-10-0,512,512,100,339.76,33.24,13.85,99796,6,12025,1,12042,6
,Random,random512-10-0,512,512,20,185.55,18.16,15.49,71737,4,683,0,485,0
,Random,random512-10-0,512,512,20,158.3,15.49,13.56,50363,3,3512,0,2005,0
,Random,random512-10-0,512,512,40,184.9,18.09,14.36,71737,4,6317,0,6324,1
,Random,random512-10-0,512,512,40,159.97,15.65,14.9,50370,3,4057,0,2859,0
,Random,random512-10-0,512,512,60,185.87,18.19,14.88,71737,4,6340,0,6343,1
,Random,random512-10-0,512,512,60,159.2,15.58,14.83,50370,3,4069,0,2468,1
,Random,random512-10-0,512,512,80,186.21,18.22,14.88,71737,4,6351,2,6353,2
,Random,random512-10-0,512,512,80,159.41,15.6,14.75,50370,3,4321,0,3285,1
,Random,random512-10-0,512,512,100,186.52,18.25,14.84,71737,4,6382,0,6383,3
,Random,random512-10-0,512,512,100,159.6,15.62,14.78,50370,3,4329,0,3299,2
,Random,random512-10-0,512,512,20,604,59.1,11.91,204917,13,1308,0,1101,0
,Random,random512-10-0,512,512,20,603.1,59.01,15.58,216057,16,17241,2,15802,2
,Random,random512-10-0,512,512,40,602.95,59,10.83,204917,13,1321,0,910,1
,Random,random512-10-0,512,512,40,604.3,59.13,14.03,216057,14,17261,2,15777,4
,Random,random512-10-0,512,512,60,601.62,58.87,11.18,204917,13,1324,0,1256,2
,Random,random512-10-0,512,512,60,605.4,59.24,14.48,216057,14,42928,5,41476,11
,Random,random512-10-0,512,512,80,601.79,58.88,11.3,204917,13,1514,1,1450,3
,Random,random512-10-0,512,512,80,605.48,59.24,14.55,216057,13,42948,5,41511,14
,Random,random512-10-0,512,512,100,601.96,58.9,11.98,205385,13,1563,1,1513,7
,Random,random512-10-0,512,512,100,605.52,59.25,14.52,216057,13,42960,6,41529,18
,Random,random512-10-0,512,512,20,649.55,63.56,15.73,194893,12,10660,1,9407,2
,Random,random512-10-0,512,512,20,650.9,63.69,14.71,234509,15,74371,7,74375,11
,Random,random512-10-0,512,512,40,650.48,63.65,14.76,194900,12,10692,1,9438,3
,Random,random512-10-0,512,512,40,652.58,63.85,15.3,234709,15,74401,8,74406,15
,Random,random512-10-0,512,512,60,649.88,63.59,14.31,194900,12,10707,2,9448,4
,Random,random512-10-0,512,512,60,651.73,63.77,15.27,234709,15,74408,8,74420,18
,Random,random512-10-0,512,512,80,649.16,63.52,14.4,195173,14,10713,2,10322,6
,Random,random512-10-0,512,512,80,652,63.8,15.13,234709,15,74428,8,74440,23
,Random,random512-10-0,512,512,100,648.45,63.45,14.34,195173,12,10729,2,11277,9
,Random,random512-10-0,512,512,100,651.82,63.78,15.04,234709,15,74439,11,74464,30
,Random,random512-10-0,512,512,20,464.8,45.48,17.07,181921,11,10190,1,9825,1
,Random,random512-10-0,512,512,20,453.45,44.37,12.78,137231,8,9764,1,9610,1
,Random,random512-10-0,512,512,40,462.7,45.27,15.44,181921,11,12715,1,12506,3
,Random,random512-10-0,512,512,40,452.48,44.27,13.71,138152,8,9797,1,9756,3
,Random,random512-10-0,512,512,60,462.73,45.28,15.42,181921,12,12741,1,12753,4
,Random,random512-10-0,512,512,60,452.12,44.24,13.46,138152,8,9832,1,9793,4
,Random,random512-10-0,512,512,80,462.12,45.22,15.28,181921,12,12754,2,12473,6
,Random,random512-10-0,512,512,80,452.02,44.23,13.91,138152,8,10312,2,10201,6
,Random,random512-10-0,512,512,100,462.73,45.28,14.84,181921,11,12762,2,12483,7
,Random,random512-10-0,512,512,100,452.08,44.23,13.75,138152,8,10320,2,10230,7
,Random,random512-10-0,512,512,20,576.45,56.4,12.19,212611,13,10662,1,5901,1
,Random,random512-10-0,512,512,20,571,55.87,12.98,217456,14,3180,0,2423,0
,Random,random512-10-0,512,512,40,575.33,56.29,13.47,212618,14,10727,1,5687,2
,Random,random512-10-0,512,512,40,571.33,55.9,13.26,217920,16,61264,6,61273,8
,Random,random512-10-0,512,512,60,573.72,56.14,13.99,212618,13,10747,2,7110,4
,Random,random512-10-0,512,512,60,571.57,55.93,13.66,217920,14,61267,6,61284,10
,Random,random512-10-0,512,512,80,573.08,56.07,14.07,212618,13,10922,2,8711,6
,Random,random512-10-0,512,512,80,572,55.97,13.41,217920,14,61283,7,61300,12
,Random,random512-10-0,512,512,100,573.33,56.1,14.16,212618,14,10941,3,8761,8
,Random,random512-10-0,512,512,100,572.19,55.99,13.48,217924,14,61296,7,61318,16
,Random,random512-10-0,512,512,20,437.35,42.79,12.87,201988,13,1926,0,1624,0
,Random,random512-10-0,512,512,20,416.35,40.74,16.36,141248,9,6613,0,3004,0
,Random,random512-10-0,512,512,40,436.68,42.73,13.34,201988,13,1968,0,1667,1
,Random,random512-10-0,512,512,40,416.9,40.79,15.45,141691,9,6668,1,4698,1
,Random,random512-10-0,512,512,60,435.88,42.65,13.64,201988,13,1988,0,1684,1
,Random,random512-10-0,512,512,60,416.03,40.71,15.13,142136,9,6677,1,4715,2
,Random,random512-10-0,512,512,80,435.71,42.63,13.68,201988,13,3351,1,2321,3
,Random,random512-10-0,512,512,80,416.79,40.78,14.7,142136,9,6691,1,4748,4
,Random,random512-10-0,512,512,100,435.54,42.62,13.82,202315,13,35857,4,35502,16
,Random,random512-10-0,512,512,100,415.77,40.68,14.23,142136,11,6703,1,4888,5
,Random,random512-15-1,512,512,20,421.1,41.2,13.72,195293,12,10338,1,8305,1
,Random,random512-15-1,512,512,20,414.95,40.6,11.98,103743,6,2123,0,1506,0
,Random,random512-15-1,512,512,40,420.35,41.13,13.84,195293,13,10406,1,8379,2
,Random,random512-15-1,512,512,40,415.5,40.66,12.79,103743,6,24564,2,23949,5
,Random,random512-15-1,512,512,60,419.6,41.06,13.62,195293,13,10441,3,8853,3
,Random,random512-15-1,512,512,60,415.5,40.66,13.15,104591,6,24597,3,24272,7
,Random,random512-15-1,512,512,80,419.26,41.02,13.24,195293,13,10451,2,8871,5
,Random,random512-15-1,512,512,80,415.64,40.67,13.12,105443,6,24609,3,24112,9
,Random,random512-15-1,512,512,100,419.66,41.06,13.42,195293,12,10462,2,8901,6
,Random,random512-15-1,512,512,100,415.56,40.66,13.45,105443,6,24621,3,24125,12
,Random,random512-15-1,512,512,20,537.1,52.55,12.98,219147,14,2687,0,1736,0
,Random,random512-15-1,512,512,20,543.95,53.22,14.3,150454,9,42221,4,41698,6
,Random,random512-15-1,512,512,40,537.95,52.64,12.56,219639,14,2726,0,1857,1
